id_votacao,nome,uf,partido,voto
604557-205,Paulo Freire Costa,SP,PL,Sim
604557-205,Tabata Amaral,SP,PSB,Sim
604557-205,Josenildo,AP,PDT,Sim
604557-205,Marcelo Álvaro Antônio,MG,PL,Sim
604557-205,Delegado Bruno Lima,SP,PP,Sim
604557-205,Adriano do Baldy,GO,PP,Sim
604557-205,Sidney Leite,AM,PSD,Sim
604557-205,Márcio Honaiser,MA,PDT,Sim
604557-205,Talíria Petrone,RJ,PSOL,Sim
604557-205,Camila Jara,MS,PT,Sim
604557-205,Rosana Valle,SP,PL,Sim
604557-205,Wellington Roberto,PB,PL,Sim
604557-205,Luiz Carlos Busato,RS,UNIÃO,Sim
604557-205,Capitão Augusto,SP,PL,Sim
604557-205,Icaro de Valmir,SE,PL,Sim
604557-205,Junio Amaral,MG,PL,Não
604557-205,Merlong Solano,PI,PT,Sim
604557-205,Meire Serafim,AC,UNIÃO,Sim
604557-205,Luiz Couto,PB,PT,Sim
604557-205,Fausto Santos Jr.,AM,UNIÃO,Sim
604557-205,Átila Lira,PI,PP,Sim
604557-205,Antônia Lúcia,AC,REPUBLICANOS,Sim
604557-205,Gutemberg Reis,RJ,MDB,Sim
604557-205,Murillo Gouvea,RJ,UNIÃO,Sim
604557-205,Castro Neto,PI,PSD,Sim
604557-205,Misael Varella,MG,PSD,Sim
604557-205,Antonio Andrade,TO,REPUBLICANOS,Sim
604557-205,Chico Alencar,RJ,PSOL,Sim
604557-205,Mário Heringer,MG,PDT,Sim
604557-205,Ruy Carneiro,PB,PODE,Sim
604557-205,Pedro Aihara,MG,PRD,Sim
604557-205,Ossesio Silva,PE,REPUBLICANOS,Sim
604557-205,Lula da Fonte,PE,PP,Artigo 17
2417025-55,Zeca Dirceu,PR,PT,Não
2417025-55,Tiririca,SP,PL,Não
2417025-55,Felipe Carreras,PE,PSB,Não
2417025-55,Giacobo,PR,PL,Sim
2417025-55,Padre João,MG,PT,Não
2417025-55,Luciano Galego,MA,PL,Sim
2417025-55,Glaustin da Fokus,GO,PODE,Não
2417025-55,Rafael Prudente,DF,MDB,Não
2417025-55,Fernanda Melchionna,RS,PSOL,Não
2417025-55,Lídice da Mata,BA,PSB,Não
2417025-55,Magda Mofatto,GO,PRD,Sim
2417025-55,Ricardo Silva,SP,PSD,Sim
2417025-55,Dani Cunha,RJ,UNIÃO,Não
2417025-55,Rodrigo Estacho,PR,PSD,Sim
2417025-55,Eli Borges,TO,PL,Sim
2417025-55,Leonardo Monteiro,MG,PT,Não
2417025-55,Daniel Trzeciak,RS,PSDB,Sim
2417025-55,Juninho do Pneu,RJ,UNIÃO,Não
2417025-55,Delegada Katarina,SE,PSD,Sim
2417025-55,Junio Amaral,MG,PL,Sim
2417025-55,Any Ortiz,RS,CIDADANIA,Sim
2417025-55,Vinicius Gurgel,AP,PL,Não
2417025-55,Cobalchini,SC,MDB,Não
2417025-55,Célio Silveira,GO,MDB,Não
2417025-55,Wolmer Araújo,MA,SOLIDARIEDADE,Não
2417025-55,Pedro Westphalen,RS,PP,Sim
2417025-55,Heitor Schuch,RS,PSB,Não
2417025-55,Maurício Carvalho,RO,UNIÃO,Sim
2417025-55,Sanderson,RS,PL,Sim
2417025-55,Allan Garcês,MA,PP,Sim
2417025-55,Roberto Monteiro Pai,RJ,PL,Sim
2417025-55,Ricardo Salles,SP,PL,Sim
2417025-55,Talíria Petrone,RJ,PSOL,Não
2417025-55,Clodoaldo Magalhães,PE,PV,Não
2417025-55,Felipe Saliba,MG,PRD,Sim
2417025-55,Zé Neto,BA,PT,Não
2417025-55,João Carlos Bacelar,BA,PL,Não
2417025-55,Julio Lopes,RJ,PP,Não
2417025-55,Silvye Alves,GO,UNIÃO,Não
2417025-55,Paulo Marinho Jr,MA,PL,Sim
2417025-55,João Maia,RN,PP,Não
2417025-55,Zé Vitor,MG,PL,Sim
2417025-55,Marangoni,SP,UNIÃO,Não
2417025-55,Márcio Biolchi,RS,MDB,Não
2417025-55,Afonso Hamm,RS,PP,Sim
2417025-55,Mendonça Filho,PE,UNIÃO,Sim
2417025-55,Pr. Marco Feliciano,SP,PL,Sim
2417025-55,Luciano Vieira,RJ,PL,Não
2417025-55,AJ Albuquerque,CE,PP,Não
2417025-55,Tadeu Veneri,PR,PT,Não
2417025-55,Sargento Gonçalves,RN,PL,Sim
2417025-55,Damião Feliciano,PB,UNIÃO,Não
2417025-55,Chris Tonietto,RJ,PL,Sim
2417025-55,Rodrigo de Castro,MG,UNIÃO,Não
2417025-55,Acácio Favacho,AP,MDB,Não
2417025-55,Camila Jara,MS,PT,Não
2417025-55,Julio Cesar Ribeiro,DF,REPUBLICANOS,Não
2417025-55,Beto Richa,PR,PSDB,Sim
2417025-55,Benedita da Silva,RJ,PT,Não
2417025-55,Lafayette de Andrada,MG,REPUBLICANOS,Sim
2417025-55,Silvia Waiãpi,AP,PL,Sim
2417025-55,Lucas Redecker,RS,PSDB,Sim
2417025-55,Delegado Éder Mauro,PA,PL,Sim
2417025-55,Dr. Benjamim,MA,UNIÃO,Não
2417025-55,Reginete Bispo,RS,PT,Não
2417025-55,Mersinho Lucena,PB,PP,Não
2417025-55,Fábio Macedo,MA,PODE,Não
2417025-55,Capitão Augusto,SP,PL,Sim
2417025-55,Helio Lopes,RJ,PL,Sim
2417025-55,Luiz Gastão,CE,PSD,Não
2417025-55,Hugo Leal,RJ,PSD,Não
2417025-55,Paulo Abi-Ackel,MG,PSDB,Não
2417025-55,Andreia Siqueira,PA,MDB,Não
2417025-55,Gervásio Maia,PB,PSB,Não
2417025-55,Felipe Francischini,PR,UNIÃO,Sim
2417025-55,Filipe Barros,PR,PL,Sim
2417025-55,Cleber Verde,MA,MDB,Não
2417025-55,Chiquinho Brazão,RJ,UNIÃO,Não
2417025-55,Sergio Souza,PR,MDB,Não
2417025-55,Lêda Borges,GO,PSDB,Não
2417025-55,Socorro Neri,AC,PP,Não
2417025-55,Duarte Gonçalves Jr,MG,REPUBLICANOS,Não
2417025-55,Pedro Lupion,PR,PP,Sim
2417025-55,Padovani,PR,UNIÃO,Não
2417025-55,Luisa Canziani,PR,PSD,Não
2417025-55,Pastor Eurico,PE,PL,Sim
2417025-55,Miguel Lombardi,SP,PL,Sim
2417025-55,Reinhold Stephanes,PR,PSD,Sim
2417025-55,Sidney Leite,AM,PSD,Não
2417025-55,André Fernandes,CE,PL,Sim
2417025-55,Daniel Barbosa,AL,PP,Não
2417025-55,Roseana Sarney,MA,MDB,Não
2417025-55,Reginaldo Lopes,MG,PT,Não
2417025-55,Duda Ramos,RR,MDB,Não
2417025-55,Daniel Agrobom,GO,PL,Sim
2417025-55,Yandra Moura,SE,UNIÃO,Não
2417025-55,Aliel Machado,PR,PV,Não
2417025-55,José Nelto,GO,PP,Não
2417025-55,Bebeto,RJ,PP,Não
2417025-55,Aureo Ribeiro,RJ,SOLIDARIEDADE,Não
2417025-55,Geraldo Resende,MS,PSDB,Não
2417025-55,Patrus Ananias,MG,PT,Não
2417025-55,Luiz Nishimori,PR,PSD,Não
2417025-55,Paulo Alexandre Barbosa,SP,PSDB,Não
2417025-55,Danilo Forte,CE,UNIÃO,Não
2417025-55,Aécio Neves,MG,PSDB,Não
2417025-55,Professor Alcides,GO,PL,Sim
2417025-55,Juarez Costa,MT,MDB,Não
2417025-55,Celso Russomanno,SP,REPUBLICANOS,Não
2417025-55,Carlos Henrique Gaguim,TO,UNIÃO,Não
2417025-55,José Medeiros,MT,PL,Sim
2417025-55,Jefferson Campos,SP,PL,Sim
2417025-55,Alex Santana,BA,REPUBLICANOS,Sim
2417025-55,Alceu Moreira,RS,MDB,Sim
2417025-55,Dr. Francisco,PI,PT,Não
2417025-55,Pompeo de Mattos,RS,PDT,Não
2417025-55,Luizianne Lins,CE,PT,Não
2417025-55,Valmir Assunção,BA,PT,Não
2417025-55,Guilherme Derrite,SP,PL,Sim
2417025-55,Diego Garcia,PR,REPUBLICANOS,Sim
2417025-55,Juliana Cardoso,SP,PT,Não
2417025-55,Dal Barreto,BA,UNIÃO,Não
2417025-55,Alberto Mourão,SP,MDB,Sim
2417025-55,Leur Lomanto Júnior,BA,UNIÃO,Não
2417025-55,Geovania de Sá,SC,PSDB,Não
2417025-55,Arthur Oliveira Maia,BA,UNIÃO,Não
2417025-55,Amália Barros,MT,PL,Sim
2417025-55,Guilherme Boulos,SP,PSOL,Não
2417025-55,Henrique Júnior,MA,PL,Não
2417025-55,Douglas Viegas,SP,UNIÃO,Não
2417025-55,Lucas Ramos,PE,PSB,Não
2417025-55,Greyce Elias,MG,AVANTE,Sim
2417025-55,Eunício Oliveira,CE,MDB,Não
2417025-55,Rosângela Reis,MG,PL,Não
2417025-55,Fernanda Pessoa,CE,UNIÃO,Não
2417025-55,Saulo Pedroso,SP,PSD,Não
2417025-55,Castro Neto,PI,PSD,Não
2417025-55,Rodrigo Valadares,SE,UNIÃO,Sim
2417025-55,Messias Donato,ES,REPUBLICANOS,Sim
2417025-55,Natália Bonavides,RN,PT,Não
2417025-55,Gisela Simona,MT,UNIÃO,Não
2417025-55,Olival Marques,PA,MDB,Não
2417025-55,Eriberto Medeiros,PE,PSB,Não
2417025-55,Erika Kokay,DF,PT,Não
2417025-55,Bibo Nunes,RS,PL,Sim
2417025-55,Delegado Caveira,PA,PL,Sim
2417025-55,Domingos Sávio,MG,PL,Sim
2417025-55,Eduardo Bismarck,CE,PDT,Não
2417025-55,Adriano do Baldy,GO,PP,Não
2417025-55,Hercílio Coelho Diniz,MG,MDB,Não
2417025-55,Rosangela Moro,SP,UNIÃO,Sim
2417025-55,Luiz Carlos Busato,RS,UNIÃO,Não
2417025-55,Dr. Fernando Máximo,RO,UNIÃO,Sim
2417025-55,Paulo Guedes,MG,PT,Não
2417025-55,Daiana Santos,RS,PCdoB,Não
2417025-55,Laura Carneiro,RJ,PSD,Não
2417025-55,Tabata Amaral,SP,PSB,Não
2417025-55,Gilvan da Federal,ES,PL,Sim
2417025-55,Fábio Teruel,SP,MDB,Sim
2417025-55,Amom Mandel,AM,CIDADANIA,Sim
2417025-55,Amaro Neto,ES,REPUBLICANOS,Não
2417025-55,Filipe Martins,TO,PL,Sim
2417025-55,Thiago de Joaldo,SE,PP,Não
2417025-55,Antônio Doido,PA,MDB,Não
2417025-55,Augusto Coutinho,PE,REPUBLICANOS,Não
2417025-55,Daniela do Waguinho,RJ,UNIÃO,Não
2417025-55,Delegado Paulo Bilynskyj,SP,PL,Sim
2417025-55,Renilce Nicodemos,PA,MDB,Não
2417025-55,Delegado Fabio Costa,AL,PP,Sim
2417025-55,José Airton Félix Cirilo,CE,PT,Não
2417025-55,Kiko Celeguim,SP,PT,Não
2417025-55,Gustavo Gayer,GO,PL,Sim
2417025-55,Meire Serafim,AC,UNIÃO,Não
2417025-55,Carlos Zarattini,SP,PT,Não
2417025-55,Célia Xakriabá,MG,PSOL,Não
2417025-55,Professora Luciene Cavalcante,SP,PSOL,Não
2417025-55,Stefano Aguiar,MG,PSD,Não
2417025-55,Coronel Ulysses,AC,UNIÃO,Sim
2417025-55,Luiz Fernando Faria,MG,PSD,Não
2417025-55,Vinicius Carvalho,SP,REPUBLICANOS,Não
2417025-55,Hildo do Candango,GO,REPUBLICANOS,Não
2417025-55,Daniela Reinehr,SC,PL,Sim
2417025-55,Fausto Pinato,SP,PP,Não
2417025-55,Carla Zambelli,SP,PL,Sim
2417025-55,Delegado Matheus Laiola,PR,UNIÃO,Não
2417025-55,Murilo Galdino,PB,REPUBLICANOS,Não
2417025-55,General Pazuello,RJ,PL,Sim
2417025-55,Franciane Bayer,RS,REPUBLICANOS,Sim
2417025-55,Marx Beltrão,AL,PP,Não
2417025-55,Bruno Ganem,SP,PODE,Não
2417025-55,Capitão Alden,BA,PL,Sim
2417025-55,Ivan Valente,SP,PSOL,Não
2417025-55,Giovani Cherini,RS,PL,Sim
2417025-55,Jorge Goetten,SC,PL,Sim
2417025-55,Rodolfo Nogueira,MS,PL,Sim
2417025-55,Cristiane Lopes,RO,UNIÃO,Sim
2417025-55,Rafael Simoes,MG,UNIÃO,Não
2417025-55,Emidinho Madeira,MG,PL,Sim
2417025-55,Coronel Meira,PE,PL,Sim
2417025-55,Duarte Jr.,MA,PSB,Não
2417025-55,Nicoletti,RR,UNIÃO,Sim
2417025-55,Marcelo Crivella,RJ,REPUBLICANOS,Não
2417025-55,Luis Carlos Gomes,RJ,REPUBLICANOS,Não
2417025-55,Fabio Schiochet,SC,UNIÃO,Não
2417025-55,Dra. Alessandra Haber,PA,MDB,Não
2417025-55,Welter,PR,PT,Não
2417025-55,Cezinha de Madureira,SP,PSD,Não
2417025-55,Bacelar,BA,PV,Não
2417025-55,Gilson Marques,SC,NOVO,Sim
2417025-55,Roberta Roma,BA,PL,Sim
2417025-55,Guilherme Uchoa,PE,PSB,Não
2417025-55,Keniston Braga,PA,MDB,Não
2417025-55,Osmar Terra,RS,MDB,Sim
2417025-55,Sargento Fahur,PR,PSD,Sim
2417025-55,Rosana Valle,SP,PL,Sim
2417025-55,Ulisses Guimarães,MG,MDB,Não
2417025-55,Marco Brasil,PR,PP,Não
2417025-55,Ana Paula Lima,SC,PT,Não
2417025-55,Vicentinho,SP,PT,Não
2417025-55,Lincoln Portela,MG,PL,Sim
2417025-55,Júlio Cesar,PI,PSD,Não
2417025-55,Túlio Gadêlha,PE,REDE,Não
2417025-55,Iza Arruda,PE,MDB,Não
2417025-55,Rui Falcão,SP,PT,Não
2417025-55,Eduardo da Fonte,PE,PP,Não
2417025-55,Joaquim Passarinho,PA,PL,Sim
2417025-55,Ricardo Maia,BA,MDB,Não
2417025-55,Marcelo Moraes,RS,PL,Sim
2417025-55,Defensor Stélio Dener,RR,REPUBLICANOS,Não
2417025-55,Nely Aquino,MG,PODE,Não
2417025-55,Célio Studart,CE,PSD,Não
2417025-55,Gerlen Diniz,AC,PP,Sim
2417025-55,Duda Salabert,MG,PDT,Não
2417025-55,Eros Biondini,MG,PL,Sim
2417025-55,Moses Rodrigues,CE,UNIÃO,Não
2417025-55,André Janones,MG,AVANTE,Não
2417025-55,Dr. Ismael Alexandrino,GO,PSD,Não
2417025-55,Baleia Rossi,SP,MDB,Não
2417025-55,Dr. Jaziel,CE,PL,Sim
2417025-55,Julia Zanatta,SC,PL,Sim
2417025-55,Marcel van Hattem,RS,NOVO,Sim
2417025-55,Mauro Benevides Filho,CE,PDT,Não
2417025-55,Maria Arraes,PE,SOLIDARIEDADE,Não
2417025-55,Coronel Chrisóstomo,RO,PL,Sim
2417025-55,Silvio Antonio,MA,PL,Sim
2417025-55,Luciano Ducci,PR,PSB,Não
2417025-55,Daniel Freitas,SC,PL,Sim
2417025-55,General Girão,RN,PL,Sim
2417025-55,Pedro Lucas Fernandes,MA,UNIÃO,Não
2417025-55,Antônia Lúcia,AC,REPUBLICANOS,Não
2417025-55,Gilson Daniel,ES,PODE,Não
2417025-55,Albuquerque,RR,REPUBLICANOS,Não
2417025-55,Alexandre Lindenmeyer,RS,PT,Não
2417025-55,Zé Trovão,SC,PL,Sim
2417025-55,Matheus Noronha,CE,PL,Sim
2417025-55,Pedro Paulo,RJ,PSD,Não
2417025-55,Benes Leocádio,RN,UNIÃO,Não
2417025-55,Paulo Freire Costa,SP,PL,Sim
2417025-55,Abilio Brunini,MT,PL,Sim
2417025-55,Delegado Palumbo,SP,MDB,Sim
2417025-55,Gilvan Maximo,DF,REPUBLICANOS,Não
2417025-55,Zucco,RS,PL,Sim
2417025-55,Alfredinho,SP,PT,Não
2417025-55,Dr. Zacharias Calil,GO,UNIÃO,Sim
2417025-55,Mauricio Marcon,RS,PODE,Sim
2417025-55,Diego Coronel,BA,PSD,Não
2417025-55,Gabriel Mota,RR,REPUBLICANOS,Não
2417025-55,Bruno Farias,MG,AVANTE,Não
2417025-55,Lula da Fonte,PE,PP,Não
2417025-55,Maria Rosas,SP,REPUBLICANOS,Não
2417025-55,Coronel Assis,MT,UNIÃO,Sim
2417025-55,Marcio Alvino,SP,PL,Sim
2417025-55,Ossesio Silva,PE,REPUBLICANOS,Não
2417025-55,Airton Faleiro,PA,PT,Não
2417025-55,Márcio Jerry,MA,PCdoB,Não
2417025-55,Dimas Fabiano,MG,PP,Não
2417025-55,Ricardo Ayres,TO,REPUBLICANOS,Não
2417025-55,Mauricio do Vôlei,MG,PL,Sim
2417025-55,Rogéria Santos,BA,REPUBLICANOS,Não
2417025-55,Josias Gomes,BA,PT,Não
2417025-55,Paulão,AL,PT,Não
2417025-55,Antonio Andrade,TO,REPUBLICANOS,Não
2417025-55,Júnior Mano,CE,PL,Não
2417025-55,Coronel Fernanda,MT,PL,Sim
2417025-55,Luiza Erundina,SP,PSOL,Não
2417025-55,Marcelo Álvaro Antônio,MG,PL,Sim
2417025-55,Dimas Gadelha,RJ,PT,Não
2417025-55,Nilto Tatto,SP,PT,Não
2417025-55,Lebrão,RO,UNIÃO,Não
2417025-55,Jonas Donizette,SP,PSB,Não
2417025-55,Félix Mendonça Júnior,BA,PDT,Não
2417025-55,Evair Vieira de Melo,ES,PP,Sim
2417025-55,Marcos Pollon,MS,PL,Sim
2417025-55,Gutemberg Reis,RJ,MDB,Não
2417025-55,Kim Kataguiri,SP,UNIÃO,Sim
2417025-55,Waldenor Pereira,BA,PT,Não
2417025-55,Dr. Luiz Ovando,MS,PP,Sim
2417025-55,Ivoneide Caetano,BA,PT,Não
2417025-55,Paulo Azi,BA,UNIÃO,Não
2417025-55,Ana Pimentel,MG,PT,Não
2417025-55,Ronaldo Nogueira,RS,REPUBLICANOS,Não
2417025-55,Pastor Diniz,RR,UNIÃO,Sim
2417025-55,Orlando Silva,SP,PCdoB,Não
2417025-55,Mário Negromonte Jr.,BA,PP,Não
2417025-55,Alexandre Guimarães,TO,REPUBLICANOS,Não
2417025-55,André Figueiredo,CE,PDT,Não
2417025-55,Flávio Nogueira,PI,PT,Não
2417025-55,Dilvanda Faro,PA,PT,Não
2417025-55,Florentino Neto,PI,PT,Não
2417025-55,Carlos Jordy,RJ,PL,Sim
2417025-55,Roberto Duarte,AC,REPUBLICANOS,Não
2417025-55,Rubens Otoni,GO,PT,Não
2417025-55,Delegado Marcelo Freitas,MG,UNIÃO,Não
2417025-55,Nikolas Ferreira,MG,PL,Sim
2417025-55,Thiago Flores,RO,MDB,Sim
2417025-55,Antonio Carlos Rodrigues,SP,PL,Não
2417025-55,Claudio Cajado,BA,PP,Não
2417025-55,Fred Linhares,DF,REPUBLICANOS,Não
2417025-55,Caroline de Toni,SC,PL,Sim
2417025-55,Max Lemos,RJ,PDT,Não
2417025-55,Hugo Motta,PB,REPUBLICANOS,Não
2417025-55,Misael Varella,MG,PSD,Não
2417025-55,Silvia Cristina,RO,PL,Sim
2417025-55,Luciano Alves,PR,PSD,Não
2417025-55,Vitor Lippi,SP,PSDB,Não
2417025-55,Prof. Reginaldo Veras,DF,PV,Não
2417025-55,Icaro de Valmir,SE,PL,Não
2417025-55,Arlindo Chinaglia,SP,PT,Não
2417025-55,Elcione Barbalho,PA,MDB,Não
2417025-55,Pezenti,SC,MDB,Sim
2417025-55,Bohn Gass,RS,PT,Não
2417025-55,Jorge Braz,RJ,REPUBLICANOS,Não
2417025-55,Bandeira de Mello,RJ,PSB,Não
2417025-55,Paulo Litro,PR,PSD,Não
2417025-55,Chico Alencar,RJ,PSOL,Não
2417025-55,Paulinho da Força,SP,SOLIDARIEDADE,Sim
2417025-55,Reimont,RJ,PT,Não
2417025-55,Delegado Ramagem,RJ,PL,Sim
2417025-55,Robinson Faria,RN,PL,Não
2417025-55,Adail Filho,AM,REPUBLICANOS,Não
2417025-55,Raimundo Santos,PA,PSD,Sim
2417025-55,Lindbergh Farias,RJ,PT,Não
2417025-55,Ismael,SC,PSD,Sim
2417025-55,Rogério Correia,MG,PT,Não
2417025-55,Pedro Campos,PE,PSB,Não
2417025-55,Idilvan Alencar,CE,PDT,Não
2417025-55,Professora Goreth,AP,PDT,Não
2417025-55,Silas Câmara,AM,REPUBLICANOS,Não
2417025-55,Waldemar Oliveira,PE,AVANTE,Não
2417025-55,Glauber Braga,RJ,PSOL,Não
2417025-55,Vander Loubet,MS,PT,Não
2417025-55,Augusto Puppio,AP,MDB,Não
2417025-55,Pedro Uczai,SC,PT,Não
2417025-55,Helder Salomão,ES,PT,Não
2417025-55,Gilberto Abramo,MG,REPUBLICANOS,Não
2417025-55,João Leão,BA,PP,Não
2417025-55,Darci de Matos,SC,PSD,Sim
2417025-55,Marcon,RS,PT,Não
2417025-55,Leônidas Cristino,CE,PDT,Não
2417025-55,Amanda Gentil,MA,PP,Não
2417025-55,Ana Paula Leão,MG,PP,Sim
2417025-55,Rafael Brito,AL,MDB,Não
2417025-55,Dayany Bittencourt,CE,UNIÃO,Sim
2417025-55,Adriana Ventura,SP,NOVO,Sim
2417025-55,Delegado da Cunha,SP,PP,Não
2417025-55,Marcos Pereira,SP,REPUBLICANOS,Não
2417025-55,Zé Haroldo Cathedral,RR,PSD,Não
2417025-55,Luciano Azevedo,RS,PSD,Sim
2417025-55,Joseildo Ramos,BA,PT,Não
2417025-55,Alencar Santana,SP,PT,Não
2417025-55,Alfredo Gaspar,AL,UNIÃO,Sim
2417025-55,Dilceu Sperafico,PR,PP,Não
2417025-55,Romero Rodrigues,PB,PODE,Não
2417025-55,Luiz Carlos Motta,SP,PL,Não
2417025-55,Tião Medeiros,PR,PP,Não
2417025-55,Henderson Pinto,PA,MDB,Não
2417025-55,Leo Prates,BA,PDT,Não
2417025-55,Márcio Marinho,BA,REPUBLICANOS,Não
2417025-55,Luciano Amaral,AL,PV,Não
2417025-55,Alberto Fraga,DF,PL,Sim
2417025-55,Flávia Morais,GO,PDT,Não
2417025-55,Fernando Mineiro,RN,PT,Não
2417025-55,Toninho Wandscheer,PR,PP,Não
2417025-55,Raimundo Costa,BA,PODE,Não
2417025-55,Simone Marquetto,SP,MDB,Não
2417025-55,Carol Dartora,PR,PT,Não
2417025-55,Daniel Almeida,BA,PCdoB,Não
2417025-55,Charles Fernandes,BA,PSD,Não
2417025-55,Julio Arcoverde,PI,PP,Não
2417025-55,Miguel Ângelo,MG,PT,Não
2417025-55,Zezinho Barbary,AC,PP,Não
2417025-55,Caio Vianna,RJ,PSD,Não
2417025-55,Carlos Veras,PE,PT,Não
2417025-55,Nitinho,SE,PSD,Não
2417025-55,Weliton Prado,MG,SOLIDARIEDADE,Sim
2417025-55,Denise Pessôa,RS,PT,Não
2417025-55,Pastor Henrique Vieira,RJ,PSOL,Não
2417025-55,José Rocha,BA,UNIÃO,Não
2417025-55,Lucio Mosquini,RO,MDB,Não
2417025-55,Átila Lins,AM,PSD,Não
2417025-55,Jack Rocha,ES,PT,Não
2417025-55,Alice Portugal,BA,PCdoB,Não
2417025-55,Júnior Ferrari,PA,PSD,Não
2417025-55,Marcelo Queiroz,RJ,PP,Não
2417025-55,Renata Abreu,SP,PODE,Não
2417025-55,Da Vitoria,ES,PP,Não
2417025-55,Pinheirinho,MG,PP,Não
2417025-55,José Guimarães,CE,PT,Não
2417025-55,Afonso Motta,RS,PDT,Não
2417025-55,Luiz Couto,PB,PT,Não
2417025-55,Átila Lira,PI,PP,Não
2417025-55,Vicentinho Júnior,TO,PP,Não
2417025-55,Yury do Paredão,CE,MDB,Não
2417025-55,Merlong Solano,PI,PT,Não
2417025-55,Dandara,MG,PT,Não
2417025-55,Pauderney Avelino,AM,UNIÃO,Não
2417025-55,Marcos Tavares,RJ,PDT,Não
2417025-55,Pedro Aihara,MG,PRD,Não
2417025-55,Márcio Honaiser,MA,PDT,Não
2417025-55,Jadyel Alencar,PI,PV,Não
2417025-55,Luiz Carlos Hauly,PR,PODE,Sim
2417025-55,Tarcísio Motta,RJ,PSOL,Não
2417025-55,Lázaro Botelho,TO,PP,Não
2417025-55,Sâmia Bomfim,SP,PSOL,Não
2417025-55,Raniery Paulino,PB,REPUBLICANOS,Não
2417025-55,Saullo Vianna,AM,UNIÃO,Não
2417025-55,Mário Heringer,MG,PDT,Não
2417025-55,Marcos Aurélio Sampaio,PI,PSD,Não
2417025-55,Josenildo,AP,PDT,Não
2417025-55,Gabriel Nunes,BA,PSD,Não
2417025-55,Renildo Calheiros,PE,PCdoB,Não
2417025-55,Odair Cunha,MG,PT,Não
2417025-55,Jandira Feghali,RJ,PCdoB,Não
2417025-55,Arthur Lira,AL,PP,Artigo 17
2231632-97,Helio Lopes,RJ,PL,Não
2231632-97,Zezinho Barbary,AC,PP,Sim
2231632-97,Reimont,RJ,PT,Sim
2231632-97,Covatti Filho,RS,PP,Não
2231632-97,Weliton Prado,MG,SOLIDARIEDADE,Sim
2231632-97,Fabio Schiochet,SC,UNIÃO,Não
2231632-97,Giacobo,PR,PL,Não
2231632-97,Da Vitoria,ES,PP,Sim
2231632-97,Luiz Lima,RJ,PL,Não
2231632-97,Gabriel Nunes,BA,PSD,Sim
2231632-97,Daniel Almeida,BA,PCdoB,Sim
2231632-97,Júlio Cesar,PI,PSD,Sim
2231632-97,Marcos Tavares,RJ,PDT,Sim
2231632-97,Osmar Terra,RS,MDB,Não
2231632-97,Maria do Rosário,RS,PT,Sim
2231632-97,Pedro Paulo,RJ,PSD,Sim
2231632-97,Padovani,PR,UNIÃO,Não
2231632-97,Celso Russomanno,SP,REPUBLICANOS,Não
2231632-97,Capitão Alberto Neto,AM,PL,Não
2231632-97,Fernando Coelho Filho,PE,UNIÃO,Sim
2231632-97,Júnior Mano,CE,PL,Sim
2231632-97,Ivan Valente,SP,PSOL,Sim
2231632-97,Carlos Henrique Gaguim,TO,UNIÃO,Sim
2231632-97,Otoni de Paula,RJ,MDB,Não
2231632-97,David Soares,SP,UNIÃO,Não
2231632-97,Carol Dartora,PR,PT,Sim
2231632-97,Saullo Vianna,AM,UNIÃO,Sim
2231632-97,Josivaldo JP,MA,PSD,Não
2231632-97,Denise Pessôa,RS,PT,Sim
2231632-97,Fausto Santos Jr.,AM,UNIÃO,Sim
2231632-97,Diego Andrade,MG,PSD,Sim
2231632-97,Lídice da Mata,BA,PSB,Sim
2231632-97,Hercílio Coelho Diniz,MG,MDB,Não
2231632-97,Cabo Gilberto Silva,PB,PL,Não
2231632-97,José Nelto,GO,PP,Sim
2231632-97,Marcelo Queiroz,RJ,PP,Sim
2231632-97,Murillo Gouvea,RJ,UNIÃO,Sim
2231632-97,Marcelo Álvaro Antônio,MG,PL,Não
2231632-97,Alexandre Leite,SP,UNIÃO,Não
2231632-97,Helena Lima,RR,MDB,Sim
2231632-97,Silvia Waiãpi,AP,PL,Não
2231632-97,Fred Costa,MG,PATRIOTA,Sim
2231632-97,Delegado da Cunha,SP,PP,Não
2231632-97,Juliana Cardoso,SP,PT,Sim
2231632-97,Joseildo Ramos,BA,PT,Sim
2231632-97,Professora Goreth,AP,PDT,Sim
2231632-97,Célio Studart,CE,PSD,Sim
2231632-97,Ana Paula Leão,MG,PP,Sim
2231632-97,Pedro Lucas Fernandes,MA,UNIÃO,Sim
2231632-97,José Airton Félix Cirilo,CE,PT,Sim
2231632-97,Pastor Diniz,RR,UNIÃO,Não
2231632-97,Carlos Jordy,RJ,PL,Não
2231632-97,Luiz Carlos Motta,SP,PL,Sim
2231632-97,Roseana Sarney,MA,MDB,Sim
2231632-97,Carla Zambelli,SP,PL,Não
2231632-97,João Daniel,SE,PT,Sim
2231632-97,Zé Silva,MG,SOLIDARIEDADE,Sim
2231632-97,Pastor Sargento Isidório,BA,AVANTE,Não
2231632-97,Gilson Marques,SC,NOVO,Não
2231632-97,Wellington Roberto,PB,PL,Não
2231632-97,Newton Cardoso Jr,MG,MDB,Sim
2231632-97,Lêda Borges,GO,PSDB,Sim
2231632-97,Antonio Brito,BA,PSD,Sim
2231632-97,Alencar Santana,SP,PT,Sim
