id_votacao,nome,uf,partido,voto
264726-144,Osmar Terra,RS,MDB,Não
264726-144,Padre João,MG,PT,Sim
264726-144,Filipe Barros,PR,PL,Não
264726-144,Dilvanda Faro,PA,PT,Sim
264726-144,Adilson Barroso,SP,PL,Não
264726-144,Júlio Cesar,PI,PSD,Sim
264726-144,Jack Rocha,ES,PT,Sim
264726-144,Reimont,RJ,PT,Sim
264726-144,Delegado Caveira,PA,PL,Não
264726-144,Luis Carlos Gomes,RJ,REPUBLICANOS,Sim
264726-144,Ely Santos,SP,REPUBLICANOS,Sim
264726-144,Capitão Augusto,SP,PL,Não
264726-144,Samuel Viana,MG,REPUBLICANOS,Sim
264726-144,Mário Heringer,MG,PDT,Sim
264726-144,Rubens Otoni,GO,PT,Sim
264726-144,Bohn Gass,RS,PT,Sim
264726-144,Miguel Lombardi,SP,PL,Não
264726-144,Aureo Ribeiro,RJ,SOLIDARIEDADE,Sim
264726-144,Daniel Freitas,SC,PL,Não
264726-144,Silvia Waiãpi,AP,PL,Não
264726-144,Ricardo Barros,PR,PP,Sim
264726-144,Giacobo,PR,PL,Não
264726-144,João Maia,RN,PP,Sim
264726-144,Flávio Nogueira,PI,PT,Sim
264726-144,Ossesio Silva,PE,REPUBLICANOS,Sim
264726-144,Lenir de Assis,PR,PT,Sim
264726-144,Josias Gomes,BA,PT,Sim
264726-144,Vicentinho,SP,PT,Sim
264726-144,Geraldo Resende,MS,PSDB,Sim
264726-144,Eros Biondini,MG,PL,Não
264726-144,Coronel Meira,PE,PL,Não
264726-144,Amom Mandel,AM,CIDADANIA,Sim
264726-144,Stefano Aguiar,MG,PSD,Sim
264726-144,Cleber Verde,MA,MDB,Sim
264726-144,Juscelino Filho,MA,UNIÃO,Sim
264726-144,Jilmar Tatto,SP,PT,Sim
264726-144,Luiz Couto,PB,PT,Sim
264726-144,Maria Rosas,SP,REPUBLICANOS,Sim
264726-144,Alex Santana,BA,REPUBLICANOS,Sim
264726-144,Antonio Carlos Rodrigues,SP,PL,Não
264726-144,Delegado Bruno Lima,SP,PP,Sim
264726-144,André Janones,MG,AVANTE,Sim
264726-144,Ivan Valente,SP,PSOL,Sim
264726-144,Glauber Braga,RJ,PSOL,Sim
264726-144,Soraya Santos,RJ,PL,Não
264726-144,Coronel Fernanda,MT,PL,Não
264726-144,Delegado Matheus Laiola,PR,UNIÃO,Sim
264726-144,Fabio Schiochet,SC,UNIÃO,Não
264726-144,Lafayette de Andrada,MG,REPUBLICANOS,Sim
264726-144,Márcio Marinho,BA,REPUBLICANOS,Sim
264726-144,Marcelo Álvaro Antônio,MG,PL,Não
264726-144,Daniel Trzeciak,RS,PSDB,Sim
264726-144,Dr. Jaziel,CE,PL,Não
264726-144,Paulo Guedes,MG,PT,Sim
264726-144,Nelson Barbudo,MT,PL,Não
264726-144,Beto Richa,PR,PSDB,Sim
264726-144,Merlong Solano,PI,PT,Sim
264726-144,Beto Pereira,MS,PSDB,Sim
264726-144,Bibo Nunes,RS,PL,Não
264726-144,Luiz Lima,RJ,NOVO,Não
264726-144,Alice Portugal,BA,PCdoB,Sim
264726-144,Lincoln Portela,MG,PL,Não
264726-144,Amaro Neto,ES,REPUBLICANOS,Sim
264726-144,Bebeto,RJ,PP,Sim
264726-144,Chico Alencar,RJ,PSOL,Sim
264726-144,Sâmia Bomfim,SP,PSOL,Sim
264726-144,Nikolas Ferreira,MG,PL,Não
264726-144,Prof. Reginaldo Veras,DF,PV,Sim
264726-144,Zezinho Barbary,AC,PP,Sim
264726-144,Rosangela Moro,SP,UNIÃO,Não
264726-144,Giovani Cherini,RS,PL,Não
264726-144,AJ Albuquerque,CE,PP,Sim
264726-144,Daniela Reinehr,SC,PL,Não
264726-144,Professora Luciene Cavalcante,SP,PSOL,Sim
264726-144,Célio Silveira,GO,MDB,Não
264726-144,Gilson Marques,SC,NOVO,Não
264726-144,Guilherme Boulos,SP,PSOL,Sim
264726-144,Enfermeira Rejane,RJ,PCdoB,Sim
264726-144,Lebrão,RO,UNIÃO,Sim
264726-144,Marcos Tavares,RJ,PDT,Sim
264726-144,Capitão Alden,BA,PL,Não
264726-144,Dagoberto Nogueira,MS,PSDB,Sim
264726-144,Fernando Coelho Filho,PE,UNIÃO,Sim
264726-144,Carlos Veras,PE,PT,Sim
264726-144,Junio Amaral,MG,PL,Não
264726-144,Franciane Bayer,RS,REPUBLICANOS,Não
264726-144,Afonso Hamm,RS,PP,Não
264726-144,Paulo Freire Costa,SP,PL,Não
264726-144,João Daniel,SE,PT,Sim
264726-144,Luiz Fernando Vampiro,SC,MDB,Não
264726-144,José Rocha,BA,UNIÃO,Sim
264726-144,Lucas Redecker,RS,PSDB,Não
264726-144,Fernanda Melchionna,RS,PSOL,Sim
264726-144,Camila Jara,MS,PT,Sim
264726-144,Ricardo Salles,SP,NOVO,Não
264726-144,Pr. Marco Feliciano,SP,PL,Não
264726-144,Luciano Ducci,PR,PSB,Sim
264726-144,Meire Serafim,AC,UNIÃO,Sim
264726-144,Celso Russomanno,SP,REPUBLICANOS,Sim
264726-144,Benedita da Silva,RJ,PT,Sim
264726-144,Adriano do Baldy,GO,PP,Sim
264726-144,Zucco,RS,PL,Não
264726-144,Rodrigo Estacho,PR,PSD,Não
264726-144,Afonso Motta,RS,PDT,Sim
264726-144,Socorro Neri,AC,PP,Sim
264726-144,Pedro Westphalen,RS,PP,Não
264726-144,Dayany Bittencourt,CE,UNIÃO,Não
264726-144,Welter,PR,PT,Sim
264726-144,Rodrigo da Zaeli,MT,PL,Não
264726-144,Luiz Carlos Hauly,PR,PODE,Sim
264726-144,Luiza Erundina,SP,PSOL,Sim
264726-144,Fernando Monteiro,PE,REPUBLICANOS,Sim
264726-144,Arnaldo Jardim,SP,CIDADANIA,Sim
264726-144,Ronaldo Nogueira,RS,REPUBLICANOS,Sim
264726-144,Joseildo Ramos,BA,PT,Sim
264726-144,Mauricio Marcon,RS,PODE,Não
264726-144,Roberto Duarte,AC,REPUBLICANOS,Não
264726-144,Mario Frias,SP,PL,Não
264726-144,Toninho Wandscheer,PR,PP,Sim
264726-144,Adriana Ventura,SP,NOVO,Não
264726-144,Claudio Cajado,BA,PP,Sim
264726-144,José Guimarães,CE,PT,Sim
264726-144,Luiz Fernando Faria,MG,PSD,Sim
264726-144,Dr. Zacharias Calil,GO,UNIÃO,Não
264726-144,Gilberto Abramo,MG,REPUBLICANOS,Sim
264726-144,Antonio Andrade,TO,REPUBLICANOS,Sim
264726-144,Alexandre Lindenmeyer,RS,PT,Sim
264726-144,Mendonça Filho,PE,UNIÃO,Sim
264726-144,Ricardo Guidi,SC,PL,Não
264726-144,Pastor Henrique Vieira,RJ,PSOL,Sim
264726-144,Fernando Rodolfo,PE,PL,Não
264726-144,Josenildo,AP,PDT,Sim
264726-144,Bandeira de Mello,RJ,PSB,Sim
264726-144,Marcos Pollon,MS,PL,Não
264726-144,Denise Pessôa,RS,PT,Sim
264726-144,Alfredo Gaspar,AL,UNIÃO,Não
264726-144,Delegado Palumbo,SP,MDB,Não
264726-144,Jandira Feghali,RJ,PCdoB,Sim
264726-144,Hildo Rocha,MA,MDB,Sim
264726-144,Zé Trovão,SC,PL,Não
264726-144,Detinha,MA,PL,Não
264726-144,General Girão,RN,PL,Não
264726-144,Sargento Gonçalves,RN,PL,Não
264726-144,Igor Timo,MG,PSD,Sim
264726-144,Any Ortiz,RS,CIDADANIA,Não
264726-144,Jeferson Rodrigues,GO,REPUBLICANOS,Sim
264726-144,Roberta Roma,BA,PL,Não
264726-144,Evair Vieira de Melo,ES,PP,Não
264726-144,Ana Paula Lima,SC,PT,Sim
264726-144,Padovani,PR,UNIÃO,Não
264726-144,Pedro Aihara,MG,PRD,Não
264726-144,Altineu Côrtes,RJ,PL,Artigo 17
604557-205,Zé Haroldo Cathedral,RR,PSD,Sim
604557-205,Delegado da Cunha,SP,PP,Não
604557-205,Professor Alcides,GO,PL,Sim
604557-205,Dilceu Sperafico,PR,PP,Sim
604557-205,Eros Biondini,MG,PL,Sim
604557-205,Saulo Pedroso,SP,PSD,Sim
604557-205,Geovania de Sá,SC,PSDB,Não
604557-205,General Girão,RN,PL,Não
604557-205,Emanuel Pinheiro Neto,MT,MDB,Sim
604557-205,Bia Kicis,DF,PL,Não
604557-205,Filipe Barros,PR,PL,Não
604557-205,Luisa Canziani,PR,PSD,Sim
604557-205,José Priante,PA,MDB,Sim
604557-205,Allan Garcês,MA,PP,Sim
604557-205,Tiririca,SP,PL,Sim
604557-205,Delegado Caveira,PA,PL,Não
604557-205,Bibo Nunes,RS,PL,Sim
604557-205,Enfermeira Rejane,RJ,PCdoB,Sim
604557-205,Coronel Assis,MT,UNIÃO,Não
604557-205,Silas Câmara,AM,REPUBLICANOS,Sim
604557-205,Coronel Ulysses,AC,UNIÃO,Não
604557-205,Dimas Gadelha,RJ,PT,Sim
604557-205,Filipe Martins,TO,PL,Não
604557-205,Orlando Silva,SP,PCdoB,Sim
604557-205,Carlos Jordy,RJ,PL,Não
604557-205,Capitão Alden,BA,PL,Não
604557-205,Nely Aquino,MG,PODE,Sim
604557-205,Dayany Bittencourt,CE,UNIÃO,Não
604557-205,Benes Leocádio,RN,UNIÃO,Sim
604557-205,Glaustin da Fokus,GO,PODE,Sim
604557-205,Rodrigo da Zaeli,MT,PL,Sim
604557-205,Delegada Adriana Accorsi,GO,PT,Sim
604557-205,Giovani Cherini,RS,PL,Não
604557-205,Dr. Fernando Máximo,RO,UNIÃO,Não
604557-205,Paulo Azi,BA,UNIÃO,Sim
604557-205,Pompeo de Mattos,RS,PDT,Sim
604557-205,Marreca Filho,MA,PRD,Sim
604557-205,Zé Adriano,AC,PP,Sim
604557-205,Chris Tonietto,RJ,PL,Não
604557-205,Pedro Westphalen,RS,PP,Sim
604557-205,Amom Mandel,AM,CIDADANIA,Sim
604557-205,Dr. Ismael Alexandrino,GO,PSD,Sim
604557-205,Rubens Otoni,GO,PT,Sim
604557-205,David Soares,SP,UNIÃO,Não
604557-205,Delegado Éder Mauro,PA,PL,Não
604557-205,Danrlei de Deus Hinterholz,RS,PSD,Sim
604557-205,Alceu Moreira,RS,MDB,Não
604557-205,Zeca Dirceu,PR,PT,Sim
604557-205,Luiz Carlos Hauly,PR,PODE,Sim
604557-205,Patrus Ananias,MG,PT,Sim
604557-205,Luiz Carlos Motta,SP,PL,Sim
604557-205,Marcos Soares,RJ,UNIÃO,Sim
604557-205,Aliel Machado,PR,PV,Sim
604557-205,Carla Dickson,RN,UNIÃO,Sim
604557-205,Dr. Luiz Ovando,MS,PP,Não
604557-205,Hugo Leal,RJ,PSD,Não
604557-205,Daiana Santos,RS,PCdoB,Sim
604557-205,Túlio Gadêlha,PE,REDE,Sim
604557-205,Adilson Barroso,SP,PL,Não
604557-205,Marcos Pollon,MS,PL,Não
604557-205,Nikolas Ferreira,MG,PL,Não
604557-205,Zé Silva,MG,SOLIDARIEDADE,Não
604557-205,Greyce Elias,MG,AVANTE,Não
604557-205,Clarissa Tércio,PE,PP,Sim
604557-205,Daniela Reinehr,SC,PL,Não
604557-205,Pastor Gil,MA,PL,Não
604557-205,Silvye Alves,GO,UNIÃO,Sim
604557-205,Diego Coronel,BA,PSD,Sim
604557-205,Pedro Campos,PE,PSB,Sim
604557-205,Juninho do Pneu,RJ,UNIÃO,Sim
604557-205,Dr. Frederico,MG,PRD,Não
604557-205,Covatti Filho,RS,PP,Não
604557-205,Stefano Aguiar,MG,PSD,Sim
604557-205,Rodrigo Valadares,SE,UNIÃO,Não
604557-205,Alexandre Lindenmeyer,RS,PT,Sim
604557-205,Pastor Diniz,RR,UNIÃO,Sim
604557-205,Ivan Valente,SP,PSOL,Sim
604557-205,Capitão Alberto Neto,AM,PL,Não
604557-205,Keniston Braga,PA,MDB,Sim
604557-205,Dr. Jaziel,CE,PL,Não
604557-205,Osmar Terra,RS,MDB,Sim
604557-205,Marcio Alvino,SP,PL,Sim
604557-205,Pedro Paulo,RJ,PSD,Sim
604557-205,Delegado Fabio Costa,AL,PP,Sim
604557-205,Charles Fernandes,BA,PSD,Sim
604557-205,Acácio Favacho,AP,MDB,Sim
604557-205,Celso Russomanno,SP,REPUBLICANOS,Sim
604557-205,Henderson Pinto,PA,MDB,Sim
604557-205,Tadeu Veneri,PR,PT,Sim
604557-205,Luiz Philippe de Orleans e Bragança,SP,PL,Não
604557-205,Helena Lima,RR,MDB,Sim
604557-205,Gustavo Gayer,GO,PL,Não
604557-205,José Airton Félix Cirilo,CE,PT,Sim
604557-205,Carla Zambelli,SP,PL,Não
604557-205,Kim Kataguiri,SP,UNIÃO,Não
604557-205,Messias Donato,ES,REPUBLICANOS,Não
604557-205,Mario Frias,SP,PL,Não
604557-205,Felipe Carreras,PE,PSB,Sim
604557-205,Marcelo Moraes,RS,PL,Sim
604557-205,Pedro Lucas Fernandes,MA,UNIÃO,Sim
604557-205,Dra. Alessandra Haber,PA,MDB,Sim
604557-205,Daniel Almeida,BA,PCdoB,Sim
604557-205,Gilberto Nascimento,SP,PSD,Sim
604557-205,Leo Prates,BA,PDT,Sim
604557-205,Diego Garcia,PR,REPUBLICANOS,Não
604557-205,Felipe Francischini,PR,UNIÃO,Sim
604557-205,Damião Feliciano,PB,UNIÃO,Sim
604557-205,Mendonça Filho,PE,UNIÃO,Abstenção
604557-205,Zé Neto,BA,PT,Sim
604557-205,Kiko Celeguim,SP,PT,Sim
604557-205,Dr. Victor Linhalis,ES,PODE,Sim
604557-205,Prof. Reginaldo Veras,DF,PV,Sim
604557-205,Rogério Correia,MG,PT,Sim
604557-205,Juscelino Filho,MA,UNIÃO,Sim
604557-205,Max Lemos,RJ,PDT,Sim
604557-205,Fábio Macedo,MA,PODE,Sim
604557-205,Daniel Agrobom,GO,PL,Sim
604557-205,Mauricio Neves,SP,PP,Sim
604557-205,Ivoneide Caetano,BA,PT,Sim
604557-205,Augusto Coutinho,PE,REPUBLICANOS,Sim
604557-205,Magda Mofatto,GO,PRD,Não
604557-205,Renildo Calheiros,PE,PCdoB,Sim
604557-205,Mauricio Marcon,RS,PODE,Não
604557-205,Delegado Ramagem,RJ,PL,Não
604557-205,Zé Trovão,SC,PL,Não
604557-205,Vicentinho,SP,PT,Sim
604557-205,Danilo Forte,CE,UNIÃO,Sim
604557-205,Vermelho,PR,PP,Sim
604557-205,Yury do Paredão,CE,MDB,Sim
604557-205,Bruno Farias,MG,AVANTE,Sim
604557-205,Rosangela Moro,SP,UNIÃO,Não
604557-205,Delegado Paulo Bilynskyj,SP,PL,Não
604557-205,Lincoln Portela,MG,PL,Sim
604557-205,Defensor Stélio Dener,RR,REPUBLICANOS,Sim
604557-205,Sanderson,RS,PL,Não
604557-205,Waldemar Oliveira,PE,AVANTE,Sim
604557-205,João Cury,SP,MDB,Sim
604557-205,Zucco,RS,PL,Não
604557-205,Duda Ramos,RR,MDB,Sim
604557-205,Antônio Doido,PA,MDB,Sim
604557-205,Iza Arruda,PE,MDB,Sim
604557-205,Julio Cesar Ribeiro,DF,REPUBLICANOS,Sim
604557-205,Missionário José Olimpio,SP,PL,Sim
604557-205,Pastor Sargento Isidório,BA,AVANTE,Sim
604557-205,Matheus Noronha,CE,PL,Sim
604557-205,Luis Tibé,MG,AVANTE,Sim
604557-205,Dr. Zacharias Calil,GO,UNIÃO,Não
604557-205,Cleber Verde,MA,MDB,Sim
604557-205,Gilson Marques,SC,NOVO,Não
604557-205,Evair Vieira de Melo,ES,PP,Não
604557-205,Hildo Rocha,MA,MDB,Sim
604557-205,Alencar Santana,SP,PT,Sim
604557-205,Andreia Siqueira,PA,MDB,Sim
604557-205,Wilson Santiago,PB,REPUBLICANOS,Sim
604557-205,Bacelar,BA,PV,Sim
604557-205,Neto Carletto,BA,AVANTE,Sim
604557-205,Ely Santos,SP,REPUBLICANOS,Sim
604557-205,Maria Arraes,PE,SOLIDARIEDADE,Sim
604557-205,Baleia Rossi,SP,MDB,Sim
604557-205,Ricardo Barros,PR,PP,Sim
604557-205,Cobalchini,SC,MDB,Sim
604557-205,Duda Salabert,MG,PDT,Sim
604557-205,Márcio Jerry,MA,PCdoB,Sim
604557-205,Vinicius Gurgel,AP,PL,Sim
604557-205,Marussa Boldrin,GO,MDB,Sim
604557-205,Eduardo Velloso,AC,UNIÃO,Sim
604557-205,Daniel Trzeciak,RS,PSDB,Sim
604557-205,Simone Marquetto,SP,MDB,Sim
604557-205,Luizianne Lins,CE,PT,Sim
604557-205,Fernando Coelho Filho,PE,UNIÃO,Sim
604557-205,Carol Dartora,PR,PT,Sim
604557-205,Adriana Ventura,SP,NOVO,Não
604557-205,Paulo Litro,PR,PSD,Sim
604557-205,Emidinho Madeira,MG,PL,Sim
604557-205,Lebrão,RO,UNIÃO,Sim
604557-205,Clodoaldo Magalhães,PE,PV,Sim
604557-205,Lídice da Mata,BA,PSB,Sim
604557-205,Alfredo Gaspar,AL,UNIÃO,Não
604557-205,Rafael Brito,AL,MDB,Sim
604557-205,Coronel Fernanda,MT,PL,Sim
604557-205,Gustinho Ribeiro,SE,REPUBLICANOS,Sim
604557-205,Otto Alencar Filho,BA,PSD,Sim
604557-205,Junior Lourenço,MA,PL,Sim
604557-205,Katia Dias,MG,REPUBLICANOS,Sim
604557-205,Newton Cardoso Jr,MG,MDB,Sim
604557-205,Glauber Braga,RJ,PSOL,Sim
604557-205,Paulo Folletto,ES,PSB,Sim
604557-205,Natália Bonavides,RN,PT,Sim
604557-205,Júnior Ferrari,PA,PSD,Sim
604557-205,Eriberto Medeiros,PE,PSB,Sim
604557-205,Sargento Portugal,RJ,PODE,Sim
604557-205,Julio Lopes,RJ,PP,Sim
604557-205,Ismael,SC,PSD,Não
604557-205,Lucas Redecker,RS,PSDB,Não
604557-205,Jadyel Alencar,PI,REPUBLICANOS,Sim
604557-205,Coronel Armando,SC,PL,Sim
604557-205,Gilson Daniel,ES,PODE,Sim
604557-205,Luiz Lima,RJ,NOVO,Não
604557-205,Geraldo Resende,MS,PSDB,Sim
604557-205,Paulo Pimenta,RS,PT,Sim
604557-205,Aureo Ribeiro,RJ,SOLIDARIEDADE,Não
604557-205,Robério Monteiro,CE,PDT,Sim
604557-205,Rodrigo Estacho,PR,PSD,Sim
604557-205,Paulo Alexandre Barbosa,SP,PSDB,Sim
604557-205,Florentino Neto,PI,PT,Sim
604557-205,Nicoletti,RR,UNIÃO,Sim
604557-205,Igor Timo,MG,PSD,Sim
604557-205,Carlos Zarattini,SP,PT,Sim
604557-205,Cristiane Lopes,RO,UNIÃO,Sim
604557-205,Arlindo Chinaglia,SP,PT,Sim
604557-205,Sargento Gonçalves,RN,PL,Não
604557-205,Welter,PR,PT,Sim
604557-205,Dagoberto Nogueira,MS,PSDB,Sim
604557-205,Guilherme Uchoa,PE,PSB,Sim
604557-205,Enfermeira Ana Paula,CE,PODE,Sim
604557-205,Alex Santana,BA,REPUBLICANOS,Sim
604557-205,Fred Linhares,DF,REPUBLICANOS,Sim
604557-205,Franciane Bayer,RS,REPUBLICANOS,Sim
604557-205,Julio Arcoverde,PI,PP,Sim
604557-205,Jefferson Campos,SP,PL,Sim
604557-205,Coronel Chrisóstomo,RO,PL,Sim
604557-205,Sargento Fahur,PR,PSD,Não
604557-205,Josimar Maranhãozinho,MA,PL,Sim
604557-205,Jack Rocha,ES,PT,Sim
604557-205,Juliana Cardoso,SP,PT,Sim
604557-205,Robinson Faria,RN,PL,Sim
604557-205,Jandira Feghali,RJ,PCdoB,Sim
604557-205,Silvia Waiãpi,AP,PL,Sim
604557-205,Jonas Donizette,SP,PSB,Sim
604557-205,Marx Beltrão,AL,PP,Sim
604557-205,Aluisio Mendes,MA,REPUBLICANOS,Sim
604557-205,Leônidas Cristino,CE,PDT,Sim
604557-205,Rubens Pereira Júnior,MA,PT,Sim
604557-205,Márcio Marinho,BA,REPUBLICANOS,Sim
604557-205,Marcel van Hattem,RS,NOVO,Não
604557-205,Olival Marques,PA,MDB,Sim
604557-205,Thiago de Joaldo,SE,PP,Sim
604557-205,Marcelo Crivella,RJ,REPUBLICANOS,Sim
604557-205,Lindbergh Farias,RJ,PT,Sim
604557-205,Jilmar Tatto,SP,PT,Sim
604557-205,José Guimarães,CE,PT,Sim
604557-205,Lucas Ramos,PE,PSB,Sim
604557-205,Marcon,RS,PT,Sim
604557-205,Valmir Assunção,BA,PT,Sim
604557-205,Josivaldo JP,MA,PSD,Sim
604557-205,Dilvanda Faro,PA,PT,Sim
604557-205,Bohn Gass,RS,PT,Sim
604557-205,Jorge Braz,RJ,REPUBLICANOS,Sim
604557-205,Eli Borges,TO,PL,Sim
604557-205,Gervásio Maia,PB,PSB,Sim
604557-205,Rodrigo Gambale,SP,PODE,Sim
604557-205,Maria Rosas,SP,REPUBLICANOS,Sim
604557-205,Waldenor Pereira,BA,PT,Sim
604557-205,Amaro Neto,ES,REPUBLICANOS,Sim
604557-205,Helio Lopes,RJ,PL,Sim
604557-205,Luis Carlos Gomes,RJ,REPUBLICANOS,Sim
604557-205,Luiz Fernando Vampiro,SC,MDB,Não
604557-205,Murilo Galdino,PB,REPUBLICANOS,Sim
604557-205,André Fernandes,CE,PL,Sim
604557-205,Sâmia Bomfim,SP,PSOL,Sim
604557-205,Rosângela Reis,MG,PL,Sim
604557-205,Bruno Ganem,SP,PODE,Sim
604557-205,Carlos Sampaio,SP,PSD,Sim
604557-205,João Leão,BA,PP,Sim
604557-205,João Daniel,SE,PT,Sim
604557-205,Célia Xakriabá,MG,PSOL,Sim
604557-205,Benedita da Silva,RJ,PT,Sim
604557-205,Erika Kokay,DF,PT,Sim
604557-205,Vitor Lippi,SP,PSDB,Sim
604557-205,Douglas Viegas,SP,UNIÃO,Sim
604557-205,Tarcísio Motta,RJ,PSOL,Sim
604557-205,Bebeto,RJ,PP,Sim
604557-205,Raimundo Santos,PA,PSD,Sim
604557-205,Socorro Neri,AC,PP,Sim
604557-205,Fabio Schiochet,SC,UNIÃO,Não
604557-205,Carlos Veras,PE,PT,Sim
604557-205,Rodolfo Nogueira,MS,PL,Não
604557-205,Hercílio Coelho Diniz,MG,MDB,Sim
604557-205,Adolfo Viana,BA,PSDB,Sim
604557-205,Albuquerque,RR,REPUBLICANOS,Sim
604557-205,Maurício Carvalho,RO,UNIÃO,Sim
604557-205,Rafael Simoes,MG,UNIÃO,Sim
604557-205,Alfredinho,SP,PT,Sim
604557-205,Paulão,AL,PT,Sim
604557-205,Jorge Solla,BA,PT,Sim
604557-205,Mário Negromonte Jr.,BA,PP,Sim
604557-205,Professora Luciene Cavalcante,SP,PSOL,Sim
604557-205,Maria do Rosário,RS,PT,Sim
604557-205,Detinha,MA,PL,Sim
604557-205,Luiz Fernando Faria,MG,PSD,Sim
604557-205,Marcos Tavares,RJ,PDT,Sim
604557-205,Lenir de Assis,PR,PT,Sim
604557-205,Rui Falcão,SP,PT,Sim
604557-205,Joaquim Passarinho,PA,PL,Sim
604557-205,Carlos Henrique Gaguim,TO,UNIÃO,Sim
604557-205,Airton Faleiro,PA,PT,Sim
604557-205,Zezinho Barbary,AC,PP,Sim
604557-205,Dimas Fabiano,MG,PP,Sim
604557-205,General Pazuello,RJ,PL,Sim
604557-205,Dal Barreto,BA,UNIÃO,Sim
604557-205,Nitinho,SE,PSD,Sim
604557-205,Fausto Pinato,SP,PP,Sim
604557-205,Vinicius Carvalho,SP,REPUBLICANOS,Sim
604557-205,Domingos Neto,CE,PSD,Sim
604557-205,Fernanda Melchionna,RS,PSOL,Sim
604557-205,Cabo Gilberto Silva,PB,PL,Não
604557-205,Reimont,RJ,PT,Sim
604557-205,Padre João,MG,PT,Sim
604557-205,Pedro Uczai,SC,PT,Sim
604557-205,Soraya Santos,RJ,PL,Sim
604557-205,Gilberto Abramo,MG,REPUBLICANOS,Sim
604557-205,Miguel Ângelo,MG,PT,Sim
604557-205,Nilto Tatto,SP,PT,Sim
604557-205,Marcos Aurélio Sampaio,PI,PSD,Sim
604557-205,Adail Filho,AM,REPUBLICANOS,Sim
604557-205,Mauro Benevides Filho,CE,PDT,Sim
604557-205,Mauricio do Vôlei,MG,PL,Sim
604557-205,Alice Portugal,BA,PCdoB,Sim
604557-205,Odair Cunha,MG,PT,Sim
604557-205,Vander Loubet,MS,PT,Sim
604557-205,Célio Silveira,GO,MDB,Sim
604557-205,Miguel Lombardi,SP,PL,Sim
604557-205,Moses Rodrigues,CE,UNIÃO,Sim
604557-205,Ana Pimentel,MG,PT,Sim
604557-205,Antonio Carlos Rodrigues,SP,PL,Sim
604557-205,Weliton Prado,MG,SOLIDARIEDADE,Sim
604557-205,Ana Paula Lima,SC,PT,Sim
604557-205,Roberto Duarte,AC,REPUBLICANOS,Não
604557-205,Claudio Cajado,BA,PP,Sim
604557-205,Flávio Nogueira,PI,PT,Sim
604557-205,Arthur Oliveira Maia,BA,UNIÃO,Sim
604557-205,Dorinaldo Malafaia,AP,PDT,Sim
604557-205,Felipe Becari,SP,UNIÃO,Sim
604557-205,Delegado Palumbo,SP,MDB,Não
604557-205,João Maia,RN,PP,Sim
604557-205,Fernando Mineiro,RN,PT,Sim
604557-205,Daniela do Waguinho,RJ,UNIÃO,Sim
604557-205,Pastor Claudio Mariano,PA,UNIÃO,Sim
604557-205,Leonardo Monteiro,MG,PT,Sim
604557-205,André Ferreira,PE,PL,Sim
604557-205,Dr. Francisco,PI,PT,Sim
604557-205,Rogéria Santos,BA,REPUBLICANOS,Sim
604557-205,Afonso Motta,RS,PDT,Sim
604557-205,Any Ortiz,RS,CIDADANIA,Não
604557-205,José Rocha,BA,UNIÃO,Sim
604557-205,Pastor Eurico,PE,PL,Sim
604557-205,Romero Rodrigues,PB,PODE,Sim
604557-205,Luiz Nishimori,PR,PSD,Sim
604557-205,Ricardo Ayres,TO,REPUBLICANOS,Sim
604557-205,Gisela Simona,MT,UNIÃO,Sim
604557-205,Pauderney Avelino,AM,UNIÃO,Sim
604557-205,Paulo Magalhães,BA,PSD,Sim
604557-205,Lázaro Botelho,TO,PP,Sim
604557-205,Helder Salomão,ES,PT,Sim
604557-205,Márcio Biolchi,RS,MDB,Sim
604557-205,Denise Pessôa,RS,PT,Sim
604557-205,Coronel Meira,PE,PL,Sim
604557-205,Júlio Cesar,PI,PSD,Sim
604557-205,Tião Medeiros,PR,PP,Sim
604557-205,Marcelo Queiroz,RJ,PP,Sim
604557-205,Joseildo Ramos,BA,PT,Sim
604557-205,Delegada Katarina,SE,PSD,Sim
604557-205,Josias Gomes,BA,PT,Sim
604557-205,Luciano Amaral,AL,PSD,Sim
604557-205,Ronaldo Nogueira,RS,REPUBLICANOS,Sim
604557-205,Paulo Guedes,MG,PT,Sim
604557-205,Luciano Ducci,PR,PSB,Sim
604557-205,Gabriel Nunes,BA,PSD,Sim
604557-205,Beto Pereira,MS,PSDB,Sim
604557-205,Ricardo Guidi,SC,PL,Sim
604557-205,Fábio Teruel,SP,MDB,Não
604557-205,Toninho Wandscheer,PR,PP,Sim
604557-205,Laura Carneiro,RJ,PSD,Sim
604557-205,Duarte Jr.,MA,PSB,Sim
604557-205,Gabriel Mota,RR,REPUBLICANOS,Sim
604557-205,Daniel Barbosa,AL,PP,Sim
604557-205,Erika Hilton,SP,PSOL,Sim
604557-205,Luiza Erundina,SP,PSOL,Sim
604557-205,Afonso Hamm,RS,PP,Sim
604557-205,Pr. Marco Feliciano,SP,PL,Sim
604557-205,Da Vitoria,ES,PP,Sim
604557-205,André Janones,MG,AVANTE,Sim
604557-205,Beto Richa,PR,PSDB,Sim
604557-205,Delegado Matheus Laiola,PR,UNIÃO,Sim
604557-205,Átila Lins,AM,PSD,Sim
604557-205,Caio Vianna,RJ,PSD,Sim
604557-205,Delegado Marcelo Freitas,MG,UNIÃO,Sim
604557-205,Guilherme Boulos,SP,PSOL,Sim
