id_votacao,id_dep,nome,uf,partido,voto
345311-270,220699,Castro Neto,PI,PSD,Não
345311-270,178927,Aliel Machado,PR,PV,Não
345311-270,204464,Talíria Petrone,RJ,PSOL,Não
345311-270,74270,Gilberto Nascimento,SP,PSD,Sim
345311-270,220537,Helena Lima,RR,MDB,Não
345311-270,178887,Rubens Pereira Júnior,MA,PT,Não
345311-270,104552,Socorro Neri,AC,PP,Não
345311-270,178854,Elmar Nascimento,BA,UNIÃO,Sim
345311-270,220613,Roberto Monteiro Pai,RJ,PL,Sim
345311-270,220634,Marcelo Lima,SP,PSB,Sim
345311-270,160161,Marcelo Queiroz,RJ,PP,Não
345311-270,98057,Lafayette de Andrada,MG,REPUBLICANOS,Sim
345311-270,220602,Dimas Gadelha,RJ,PT,Não
345311-270,160527,Aguinaldo Ribeiro,PB,PP,Sim
345311-270,74171,Chico Alencar,RJ,PSOL,Não
345311-270,178993,Carlos Henrique Gaguim,TO,UNIÃO,Sim
345311-270,220606,Reimont,RJ,PT,Não
345311-270,220702,Geraldo Mendes,PR,UNIÃO,Sim
345311-270,74161,Reginaldo Lopes,MG,PT,Não
345311-270,220622,Nely Aquino,MG,PODE,Sim
345311-270,74696,Alberto Mourão,SP,MDB,Sim
345311-270,204441,Otoni de Paula,RJ,MDB,Sim
345311-270,220641,Rodrigo Gambale,SP,PODE,Não
345311-270,74273,Jefferson Campos,SP,PL,Sim
345311-270,141464,José Airton Félix Cirilo,CE,PT,Não
345311-270,141458,João Carlos Bacelar,BA,PL,Sim
345311-270,73531,Ivan Valente,SP,PSOL,Não
345311-270,178943,Marcos Soares,RJ,UNIÃO,Sim
345311-270,74299,Leônidas Cristino,CE,PDT,Não
345311-270,220658,Luiz Gastão,CE,PSD,Sim
345311-270,220630,Pedro Aihara,MG,PATRIOTA,Não
345311-270,123756,Antônia Lúcia,AC,REPUBLICANOS,Sim
345311-270,220585,Mersinho Lucena,PB,PP,Sim
345311-270,141408,Cleber Verde,MA,REPUBLICANOS,Sim
345311-270,225727,Flavinha,MT,MDB,Sim
345311-270,220609,Maurício Carvalho,RO,UNIÃO,Sim
345311-270,204457,Juninho do Pneu,RJ,UNIÃO,Sim
345311-270,204511,David Soares,SP,UNIÃO,Sim
345311-270,204573,Otto Alencar Filho,BA,PSD,Sim
345311-270,160545,Alexandre Leite,SP,UNIÃO,Sim
345311-270,204460,Carlos Jordy,RJ,PL,Sim
345311-270,220706,Padovani,PR,UNIÃO,Sim
345311-270,143942,Caio Vianna,RJ,PSD,Sim
345311-270,210989,Bruno Farias,MG,AVANTE,Sim
345311-270,220611,General Pazuello,RJ,PL,Sim
345311-270,223128,Rodrigo Estacho,PR,PSD,Sim
345311-270,220577,Augusto Puppio,AP,MDB,Não
345311-270,205550,Jorge Braz,RJ,REPUBLICANOS,Sim
345311-270,220593,Abilio Brunini,MT,PL,Sim
345311-270,160548,Jonas Donizette,SP,PSB,Não
345311-270,220549,Any Ortiz,RS,CIDADANIA,Sim
345311-270,157130,Túlio Gadêlha,PE,REDE,Não
345311-270,204550,Júnior Mano,CE,PL,Sim
345311-270,179001,Márcio Biolchi,RS,MDB,Sim
345311-270,220697,Jadyel Alencar,PI,PV,Não
345311-270,220644,Rosangela Moro,SP,UNIÃO,Sim
345311-270,74383,Giacobo,PR,PL,Sim
345311-270,204525,Rosana Valle,SP,PL,Sim
345311-270,178882,André Fufuca,MA,PP,Sim
345311-270,220590,Coronel Ulysses,AC,UNIÃO,Sim
345311-270,141431,Fernando Coelho Filho,PE,UNIÃO,Sim
345311-270,204388,Bibo Nunes,RS,PL,Sim
345311-270,160558,Paulo Freire Costa,SP,PL,Sim
345311-270,204553,Pastor Sargento Isidório,BA,AVANTE,Não
345311-270,224117,Gabriel Mota,RR,REPUBLICANOS,Sim
345311-270,178992,Vitor Lippi,SP,PSDB,Não
345311-270,220617,Murillo Gouvea,RJ,UNIÃO,Sim
345311-270,204482,Euclydes Pettersen,MG,REPUBLICANOS,Sim
345311-270,220571,Daniel Agrobom,GO,PL,Sim
345311-270,160635,Ruy Carneiro,PB,PSC,Sim
345311-270,220665,Clarissa Tércio,PE,PP,Sim
345311-270,220573,Dorinaldo Malafaia,AP,PDT,Não
345311-270,204408,Gustinho Ribeiro,SE,REPUBLICANOS,Sim
345311-270,220694,Ricardo Maia,BA,MDB,Não
345311-270,220531,Gilvan Maximo,DF,REPUBLICANOS,Sim
345311-270,220588,Roberto Duarte,AC,REPUBLICANOS,Sim
345311-270,220650,Paulo Alexandre Barbosa,SP,PSDB,Sim
345311-270,204394,Gervásio Maia,PB,PSB,Não
345311-270,178964,Heitor Schuch,RS,PSB,Sim
345311-270,160604,Pedro Uczai,SC,PT,Não
345311-270,220604,Marcos Tavares,RJ,PDT,Não
345311-270,98615,Ismael,SC,PSD,Sim
345311-270,180214,Pastor Diniz,RR,UNIÃO,Sim
345311-270,204566,Marreca Filho,MA,PATRIOTA,Sim
345311-270,178881,Aluisio Mendes,MA,REPUBLICANOS,Sim
345311-270,204364,Eli Borges,TO,PL,Sim
345311-270,220663,Eriberto Medeiros,PE,PSB,Não
345311-270,204378,Coronel Chrisóstomo,RO,PL,Sim
345311-270,220654,Delegado Paulo Bilynskyj,SP,PL,Sim
345311-270,171623,Fabio Reis,SE,PSD,Sim
345311-270,215043,Josivaldo JP,MA,PSD,Sim
345311-270,204518,Dr. Frederico,MG,PATRIOTA,Sim
345311-270,220703,Neto Carletto,BA,PP,Sim
345311-270,220646,Felipe Becari,SP,UNIÃO,Não
345311-270,141411,Dagoberto Nogueira,MS,PSDB,Não
345311-270,220565,Delegada Adriana Accorsi,GO,PT,Não
345311-270,220589,Eduardo Velloso,AC,UNIÃO,Sim
345311-270,160673,Giovani Cherini,RS,PL,Sim
345311-270,204533,Idilvan Alencar,CE,PDT,Não
345311-270,220551,Franciane Bayer,RS,REPUBLICANOS,Sim
345311-270,160510,Luis Tibé,MG,AVANTE,Não
345311-270,204368,Fabio Schiochet,SC,UNIÃO,Sim
345311-270,204476,Chiquinho Brazão,RJ,UNIÃO,Sim
345311-270,165470,Rodrigo Valadares,SE,UNIÃO,Sim
345311-270,220539,Defensor Stélio Dener,RR,REPUBLICANOS,Não
345311-270,204571,Alex Santana,BA,REPUBLICANOS,Sim
345311-270,220538,Albuquerque,RR,REPUBLICANOS,Sim
345311-270,220659,Dayany Bittencourt,CE,UNIÃO,Sim
345311-270,161550,Emidinho Madeira,MG,PL,Sim
345311-270,204557,Sidney Leite,AM,PSD,Não
345311-270,152605,Glauber Braga,RJ,PSOL,Não
345311-270,178987,Orlando Silva,SP,PCdoB,Não
345311-270,204485,Luiz Carlos Motta,SP,PL,Sim
345311-270,220591,Meire Serafim,AC,UNIÃO,Sim
345311-270,221328,Adilson Barroso,SP,PL,Sim
345311-270,204494,Fred Costa,MG,PATRIOTA,Não
345311-270,220675,Antônio Doido,PA,MDB,Sim
345311-270,220540,Duda Ramos,RR,MDB,Sim
345311-270,160674,Hugo Motta,PB,REPUBLICANOS,Sim
345311-270,220582,Daniel Barbosa,AL,PP,Não
345311-270,220608,Cristiane Lopes,RO,UNIÃO,Sim
345311-270,220629,Dandara,MG,PT,Não
345311-270,73701,Benedita da Silva,RJ,PT,Não
345311-270,220556,Ana Paula Lima,SC,PT,Não
345311-270,220570,Dr. Ismael Alexandrino,GO,PSD,Sim
345311-270,220677,Keniston Braga,PA,MDB,Não
345311-270,220545,Filipe Martins,TO,PL,Sim
345311-270,160517,Paulo Folletto,ES,PSB,Não
345311-270,204427,Fernando Rodolfo,PE,PL,Sim
345311-270,220580,Professora Goreth,AP,PDT,Não
345311-270,220592,Zezinho Barbary,AC,PP,Não
345311-270,220648,Marangoni,SP,UNIÃO,Sim
345311-270,178946,Soraya Santos,RJ,PL,Sim
345311-270,178983,Marcio Alvino,SP,PL,Sim
345311-270,204496,Celso Sabino,PA,UNIÃO,Sim
345311-270,220603,Dani Cunha,RJ,UNIÃO,Sim
345311-270,220657,André Fernandes,CE,PL,Sim
345311-270,204528,Adriana Ventura,SP,NOVO,Sim
345311-270,220647,Mauricio Neves,SP,PP,Sim
345311-270,220651,Simone Marquetto,SP,MDB,Sim
345311-270,74079,José Priante,PA,MDB,Não
345311-270,220635,Bruno Ganem,SP,PODE,Não
345311-270,220670,Iza Arruda,PE,MDB,Não
345311-270,220715,Amom Mandel,AM,CIDADANIA,Não
345311-270,62881,Danilo Forte,CE,UNIÃO,Sim
345311-270,74428,Mendonça Filho,PE,UNIÃO,Sim
345311-270,204374,Bia Kicis,DF,PL,Sim
345311-270,204501,Alencar Santana,SP,PT,Não
345311-270,220598,Tarcísio Motta,RJ,PSOL,Não
345311-270,88256,Clodoaldo Magalhães,PE,PV,Não
345311-270,98148,Cobalchini,SC,MDB,Sim
345311-270,220620,Rosângela Reis,MG,PL,Sim
345311-270,89536,Prof. Paulo Fernando,DF,REPUBLICANOS,Sim
345311-270,204488,Célio Studart,CE,PSD,Não
345311-270,220626,Rafael Simoes,MG,UNIÃO,Sim
345311-270,92102,Leur Lomanto Júnior,BA,UNIÃO,Sim
345311-270,160642,Pastor Eurico,PE,PL,Sim
345311-270,178895,Misael Varella,MG,PSD,Sim
345311-270,178975,Baleia Rossi,SP,MDB,Sim
345311-270,204539,Hercílio Coelho Diniz,MG,MDB,Sim
345311-270,220616,Luciano Vieira,RJ,PL,Sim
345311-270,204444,Helio Lopes,RJ,PL,Sim
345311-270,220640,Juliana Cardoso,SP,PT,Não
345311-270,221339,Dr. Benjamim,MA,UNIÃO,Sim
345311-270,139285,Lídice da Mata,BA,PSB,Não
345311-270,220667,Pedro Campos,PE,PSB,Não
345311-270,74084,Raimundo Santos,PA,PSD,Sim
345311-270,204398,Felipe Francischini,PR,UNIÃO,Sim
345311-270,204560,Adolfo Viana,BA,PSDB,Sim
345311-270,220578,Josenildo,AP,PDT,Não
345311-270,220569,Silvye Alves,GO,UNIÃO,Sim
345311-270,160569,Waldenor Pereira,BA,PT,Não
345311-270,204473,General Girão,RN,PL,Sim
345311-270,204574,Junior Lourenço,MA,PL,Sim
345311-270,92776,Stefano Aguiar,MG,PSD,Abstenção
345311-270,220566,Lêda Borges,GO,PSDB,Sim
345311-270,220674,Dra. Alessandra Haber,PA,MDB,Sim
345311-270,178873,Helder Salomão,ES,PT,Não
345311-270,204390,Professor Alcides,GO,PL,Sim
345311-270,220705,Deltan Dallagnol,PR,PODE,Sim
345311-270,224333,Welter,PR,PT,Não
345311-270,73604,Rui Falcão,SP,PT,Não
345311-270,220625,Delegada Ione,MG,AVANTE,Sim
345311-270,204534,Tabata Amaral,SP,PSB,Não
345311-270,220527,Jack Rocha,ES,PT,Não
345311-270,178871,Evair Vieira de Melo,ES,PP,Sim
345311-270,220579,Silvia Waiãpi,AP,PL,Sim
345311-270,141456,Jilmar Tatto,SP,PT,Não
345311-270,74156,Leonardo Monteiro,MG,PT,Não
345311-270,204455,Luiz Lima,RJ,PL,Sim
345311-270,221338,Professora Luciene Cavalcante,SP,PSOL,Não
345311-270,204407,Fernanda Melchionna,RS,PSOL,Não
345311-270,220568,Gustavo Gayer,GO,PL,Sim
345311-270,73768,Dilceu Sperafico,PR,PP,Sim
345311-270,141470,José Guimarães,CE,PT,Não
345311-270,220612,Bebeto,RJ,PP,Sim
345311-270,204445,Fernando Mineiro,RN,PT,Não
345311-270,220563,Icaro de Valmir,SE,PL,Sim
345311-270,204508,Igor Timo,MG,PODE,Sim
345311-270,220596,Amália Barros,MT,PL,Sim
345311-270,204391,José Nelto,GO,PP,Sim
345311-270,220597,Thiago Flores,RO,MDB,Sim
345311-270,171786,Miguel Ângelo,MG,PT,Não
345311-270,220660,Yury do Paredão,CE,PL,Sim
345311-270,220530,Messias Donato,ES,REPUBLICANOS,Sim
345311-270,74043,Wellington Roberto,PB,PL,Sim
345311-270,74356,Silas Câmara,AM,REPUBLICANOS,Sim
345311-270,220526,Gilvan da Federal,ES,PL,Sim
345311-270,220673,Delegado Caveira,PA,PL,Sim
345311-270,222142,Coronel Telhada,SP,PP,Sim
345311-270,204486,Mauro Benevides Filho,CE,PDT,Não
345311-270,220529,Gilson Daniel,ES,PODE,Não
345311-270,220605,Bandeira de Mello,RJ,PSB,Não
345311-270,220610,Dr. Fernando Máximo,RO,UNIÃO,Sim
345311-270,160592,Zeca Dirceu,PR,PT,Não
345311-270,220546,Rodolfo Nogueira,MS,PL,Sim
345311-270,220552,Zucco,RS,REPUBLICANOS,Sim
345311-270,178876,Célio Silveira,GO,MDB,Sim
345311-270,221148,Alfredinho,SP,PT,Não
345311-270,220631,Samuel Viana,MG,PL,Sim
345311-270,103758,Luciano Azevedo,RS,PSD,Sim
345311-270,160758,Domingos Sávio,MG,PL,Sim
345311-270,204362,Ricardo Guidi,SC,PSD,Sim
345311-270,160535,Marcon,RS,PT,Não
345311-270,74317,Júlio Cesar,PI,PSD,Sim
345311-270,220688,Dr. Francisco,PI,PT,Não
345311-270,220652,Delegado Palumbo,SP,MDB,Sim
345311-270,204423,André Ferreira,PE,PL,Sim
345311-270,220619,Delegado Ramagem,RJ,PL,Sim
345311-270,74374,Geraldo Resende,MS,PSDB,Sim
345311-270,220655,Mario Frias,SP,PL,Sim
345311-270,221378,Reginete Bispo,RS,PT,Não
345311-270,141391,Arnaldo Jardim,SP,CIDADANIA,Sim
345311-270,204355,Da Vitoria,ES,PP,Sim
345311-270,205476,Charles Fernandes,BA,PSD,Sim
345311-270,220547,Marcos Pollon,MS,PL,Sim
345311-270,220695,Rogéria Santos,BA,REPUBLICANOS,Sim
345311-270,141487,Luiz Fernando Faria,MG,PSD,Sim
345311-270,204504,Cezinha de Madureira,SP,PSD,Sim
345311-270,74283,Vicentinho,SP,PT,Não
345311-270,178966,Geovania de Sá,SC,PSDB,Sim
345311-270,220624,Robinson Faria,RN,PL,Sim
345311-270,220712,Fausto Santos Jr.,AM,UNIÃO,Sim
345311-270,109429,Benes Leocádio,RN,UNIÃO,Sim
345311-270,220561,Delegada Katarina,SE,PSD,Sim
345311-270,220682,Tadeu Veneri,PR,PT,Não
345311-270,138286,Luciano Alves,PR,PSD,Não
345311-270,220701,Delegado Matheus Laiola,PR,UNIÃO,Não
345311-270,220618,Sargento Portugal,RJ,PODE,Sim
345311-270,220627,Paulinho Freire,RN,UNIÃO,Sim
345311-270,204387,Sargento Fahur,PR,PSD,Sim
345311-270,204448,Luiz Antônio Corrêa,RJ,PP,Sim
345311-270,162332,Luiz Nishimori,PR,PSD,Sim
345311-270,220668,Maria Arraes,PE,SOLIDARIEDADE,Não
345311-270,220672,Henderson Pinto,PA,MDB,Sim
345311-270,220544,Antonio Andrade,TO,REPUBLICANOS,Sim
345311-270,220661,Matheus Noronha,CE,PL,Sim
345311-270,220621,Sargento Gonçalves,RN,PL,Sim
345311-270,220691,Diego Coronel,BA,PSD,Sim
345311-270,166402,Magda Mofatto,GO,PL,Sim
345311-270,204472,José Medeiros,MT,PL,Sim
345311-270,204506,Marcos Pereira,SP,REPUBLICANOS,Sim
345311-270,220686,Duarte Jr.,MA,PSB,Não
345311-270,220574,Cabo Gilberto Silva,PB,PL,Sim
345311-270,66828,Fausto Pinato,SP,PP,Sim
345311-270,74090,Átila Lins,AM,PSD,Não
345311-270,74371,Rubens Otoni,GO,PT,Não
345311-270,178954,Lucio Mosquini,RO,MDB,Sim
345311-270,220638,Antonio Carlos Rodrigues,SP,PL,Não
345311-270,220557,Daniela Reinehr,SC,PL,Sim
345311-270,220708,Gabriel Nunes,BA,PSD,Sim
345311-270,74376,Vander Loubet,MS,PT,Não
345311-270,160575,Erika Kokay,DF,PT,Não
345311-270,74158,Mário Heringer,MG,PDT,Não
345311-270,160640,Eros Biondini,MG,PL,Sim
345311-270,204409,Daniel Trzeciak,RS,PSDB,Sim
345311-270,204410,Luisa Canziani,PR,PSD,Sim
345311-270,220587,Gerlen Diniz,AC,PP,Sim
345311-270,204367,Daniel Freitas,SC,PL,Sim
345311-270,80815,Leo Prates,BA,PDT,Não
345311-270,220533,Prof. Reginaldo Veras,DF,PV,Não
345311-270,220559,Julia Zanatta,SC,PL,Sim
345311-270,220575,Sonize Barbosa,AP,PL,Sim
345311-270,220623,Duda Salabert,MG,PDT,Não
345311-270,220584,Murilo Galdino,PB,REPUBLICANOS,Não
345311-270,121948,Adriano do Baldy,GO,PP,Sim
345311-270,220664,Guilherme Uchoa,PE,PSB,Não
345311-270,81055,Márcio Jerry,MA,PCdoB,Não
345311-270,160632,Zé Silva,MG,SOLIDARIEDADE,Sim
345311-270,220567,Jeferson Rodrigues,GO,REPUBLICANOS,Sim
345311-270,220572,Marussa Boldrin,GO,MDB,Sim
345311-270,220669,Lula da Fonte,PE,PP,Sim
345311-270,198197,Greyce Elias,MG,AVANTE,Sim
345311-270,204540,Maria Rosas,SP,REPUBLICANOS,Sim
345311-270,220599,Marcelo Crivella,RJ,REPUBLICANOS,Sim
345311-270,141421,Eduardo da Fonte,PE,PP,Sim
345311-270,160538,Bohn Gass,RS,PT,Não
345311-270,74858,Lindbergh Farias,RJ,PT,Não
345311-270,156190,Marcel van Hattem,RS,NOVO,Sim
345311-270,178933,Sergio Souza,PR,MDB,Sim
345311-270,204358,Beto Pereira,MS,PSDB,Sim
345311-270,220583,Delegado Fabio Costa,AL,PP,Sim
345311-270,220553,Denise Pessôa,RS,PT,Não
345311-270,220683,Beto Richa,PR,PSDB,Sim
345311-270,160518,Weliton Prado,MG,SOLIDARIEDADE,Não
345311-270,204491,Gilberto Abramo,MG,REPUBLICANOS,Sim
345311-270,220615,Pastor Henrique Vieira,RJ,PSOL,Não
345311-270,141398,Carlos Zarattini,SP,PT,Não
345311-270,178910,Joaquim Passarinho,PA,PL,Sim
345311-270,220693,Roberta Roma,BA,PL,Sim
345311-270,206018,Célia Xakriabá,MG,PSOL,Não
345311-270,220700,Florentino Neto,PI,PT,Não
345311-270,66385,Julio Arcoverde,PI,PP,Sim
345311-270,178908,Delegado Éder Mauro,PA,PL,Sim
345311-270,220554,Alexandre Lindenmeyer,RS,PT,Não
345311-270,122158,Pedro Paulo,RJ,PSD,Não
345311-270,160598,Flávia Morais,GO,PDT,Não
345311-270,160599,Dimas Fabiano,MG,PP,Sim
345311-270,107283,Gleisi Hoffmann,PR,PT,Não
345311-270,133439,André Figueiredo,CE,PDT,Não
345311-270,73801,Renildo Calheiros,PE,PCdoB,Não
345311-270,74856,Laura Carneiro,RJ,PSD,Não
345311-270,137070,Vicentinho Júnior,TO,PP,Sim
345311-270,204396,Vermelho,PR,PL,Sim
345311-270,220704,Carol Dartora,PR,PT,Não
345311-270,220543,Ricardo Ayres,TO,REPUBLICANOS,Não
345311-270,220548,Camila Jara,MS,PT,Não
345311-270,204515,André Janones,MG,AVANTE,Não
345311-270,91228,Waldemar Oliveira,PE,AVANTE,Sim
345311-270,220671,Dilvanda Faro,PA,PT,Não
345311-270,141459,João Maia,RN,PL,Sim
345311-270,178934,Toninho Wandscheer,PR,PP,Sim
345311-270,220600,Lebrão,RO,UNIÃO,Sim
345311-270,220690,Capitão Alden,BA,PL,Sim
345311-270,74159,Odair Cunha,MG,PT,Não
345311-270,133810,Marcelo Moraes,RS,PL,Sim
345311-270,74585,Lincoln Portela,MG,PL,Sim
345311-270,204365,Gilson Marques,SC,NOVO,Sim
345311-270,160556,Padre João,MG,PT,Não
345311-270,160666,Félix Mendonça Júnior,BA,PDT,Sim
345311-270,220714,Adail Filho,AM,REPUBLICANOS,Sim
345311-270,191923,Flávio Nogueira,PI,PT,Não
345311-270,74057,Alice Portugal,BA,PCdoB,Não
345311-270,171617,Paulão,AL,PT,Não
345311-270,220555,Daiana Santos,RS,PCdoB,Não
345311-270,74262,Carlos Sampaio,SP,PSDB,Sim
345311-270,198783,Emanuel Pinheiro Neto,MT,MDB,Não
345311-270,204541,Eduardo Bismarck,CE,PDT,Não
345311-270,178963,Covatti Filho,RS,PP,Sim
345311-270,204395,Pedro Lupion,PR,PP,Sim
345311-270,220534,Fred Linhares,DF,REPUBLICANOS,Sim
345311-270,73692,Osmar Terra,RS,MDB,Sim
345311-270,178989,Renata Abreu,SP,PODE,Sim
345311-270,92699,Fernando Monteiro,PE,PP,Sim
345311-270,107970,Ana Paula Leão,MG,PP,Sim
345311-270,220681,Fábio Macedo,MA,PODE,Sim
345311-270,178929,Diego Garcia,PR,REPUBLICANOS,Sim
345311-270,204495,Airton Faleiro,PA,PT,Não
345311-270,220581,Luciano Amaral,AL,PV,Sim
345311-270,178829,Capitão Augusto,SP,PL,Sim
345311-270,178858,Mário Negromonte Jr.,BA,PP,Sim
345311-270,204361,Carlos Chiodini,SC,MDB,Sim
345311-270,72442,Felipe Carreras,PE,PSB,Não
345311-270,204524,Pinheirinho,MG,PP,Sim
345311-270,220628,Mauricio do Vôlei,MG,PL,Sim
345311-270,220594,Coronel Assis,MT,UNIÃO,Sim
345311-270,92346,Eduardo Bolsonaro,SP,PL,Sim
345311-270,160629,Romero Rodrigues,PB,PSC,Sim
345311-270,179000,Marcelo Álvaro Antônio,MG,PL,Sim
345311-270,204416,Sanderson,RS,PL,Sim
345311-270,220542,Alexandre Guimarães,TO,REPUBLICANOS,Sim
345311-270,220560,Thiago de Joaldo,SE,PP,Sim
345311-270,160610,Valmir Assunção,BA,PT,Não
345311-270,160665,Augusto Coutinho,PE,REPUBLICANOS,Sim
345311-270,178866,Luizianne Lins,CE,PT,Não
345311-270,209189,Joseildo Ramos,BA,PT,Não
345311-270,69871,Bacelar,BA,PV,Não
345311-270,150418,Márcio Marinho,BA,REPUBLICANOS,Sim
345311-270,220550,Mauricio Marcon,RS,PODE,Sim
345311-270,204522,Marco Bertaiolli,SP,PSD,Não
345311-270,222429,Luis Carlos Gomes,RJ,REPUBLICANOS,Sim
345311-270,204456,Gutemberg Reis,RJ,MDB,Não
345311-270,204559,Zé Neto,BA,PT,Não
345311-270,74041,Luiz Couto,PB,PT,Não
345311-270,178986,Nilto Tatto,SP,PT,Não
345311-270,204536,Kim Kataguiri,SP,UNIÃO,Sim
345311-270,220595,Coronel Fernanda,MT,PL,Sim
345311-270,160600,Arthur Oliveira Maia,BA,UNIÃO,Sim
345311-270,178857,Jorge Solla,BA,PT,Não
345311-270,219585,Marco Brasil,PR,PP,Sim
345311-270,74398,Maria do Rosário,RS,PT,Não
345311-270,162067,Kiko Celeguim,SP,PT,Não
345311-270,178905,Fabio Garcia,MT,UNIÃO,Sim
345311-270,220607,Max Lemos,RJ,PDT,Não
345311-270,220633,Ricardo Salles,SP,PL,Sim
345311-270,220645,Erika Hilton,SP,PSOL,Não
345311-270,178896,Newton Cardoso Jr,MG,MDB,Sim
345311-270,188097,Merlong Solano,PI,PT,Não
345311-270,204425,Silvio Costa Filho,PE,REPUBLICANOS,Não
345311-270,220632,Ana Pimentel,MG,PT,Não
345311-270,220666,Coronel Meira,PE,PL,Sim
345311-270,204351,Dr. Luiz Ovando,MS,PP,Sim
345311-270,204453,Natália Bonavides,RN,PT,Não
345311-270,178970,João Daniel,SE,PT,Não
345311-270,220558,Zé Trovão,SC,PL,Sim
345311-270,73433,Arlindo Chinaglia,SP,PT,Não
345311-270,204360,Silvia Cristina,RO,PL,Sim
345311-270,220662,Lucas Ramos,PE,PSB,Não
345311-270,74574,Paulo Magalhães,BA,PSD,Sim
345311-270,204572,Capitão Alberto Neto,AM,PL,Sim
345311-270,220684,Tião Medeiros,PR,PP,Sim
345311-270,74141,Josias Gomes,BA,PT,Não
345311-270,74554,José Rocha,BA,UNIÃO,Sim
345311-270,204406,Pedro Westphalen,RS,PP,Sim
345311-270,204426,Carlos Veras,PE,PT,Não
345311-270,204479,Nicoletti,RR,UNIÃO,Sim
345311-270,220576,Alfredo Gaspar,AL,UNIÃO,Sim
345311-270,141485,Luiz Carlos Busato,RS,UNIÃO,Sim
345311-270,220656,Fernanda Pessoa,CE,UNIÃO,Sim
345311-270,204356,Amaro Neto,ES,REPUBLICANOS,Sim
345311-270,74253,Julio Lopes,RJ,PP,Sim
345311-270,178860,Paulo Azi,BA,UNIÃO,Sim
345311-270,178931,Luciano Ducci,PR,PSB,Sim
345311-270,204512,Delegado Marcelo Freitas,MG,UNIÃO,Sim
345311-270,123086,Átila Lira,PI,PP,Sim
345311-270,178843,Marx Beltrão,AL,PP,Sim
345311-270,205865,Reinhold Stephanes,PR,PSD,Sim
345311-270,204480,Rogério Correia,MG,PT,Não
345311-270,204535,Sâmia Bomfim,SP,PSOL,Não
345311-270,204412,Dr. Zacharias Calil,GO,UNIÃO,Sim
345311-270,204492,Paulo Guedes,MG,PT,Não
345311-270,204570,Pastor Gil,MA,PL,Sim
345311-270,220639,Guilherme Boulos,SP,PSOL,Não
345311-270,73579,Alberto Fraga,DF,PL,Sim
345311-270,74848,Jandira Feghali,RJ,PCdoB,Não
345311-270,204404,Lucas Redecker,RS,PSDB,Sim
345311-270,160601,Pr. Marco Feliciano,SP,PL,Sim
345311-270,160559,Alceu Moreira,RS,MDB,Sim
345311-270,204369,Caroline de Toni,SC,PL,Sim
345311-270,160541,Arthur Lira,AL,PP,Artigo 17
2438467-47,220681,Fábio Macedo,MA,PODE,Sim
2438467-47,160512,Aureo Ribeiro,RJ,SOLIDARIEDADE,Sim
2438467-47,219585,Marco Brasil,PR,PP,Sim
2438467-47,74161,Reginaldo Lopes,MG,PT,Sim
2438467-47,220672,Henderson Pinto,PA,MDB,Sim
2438467-47,178881,Aluisio Mendes,MA,REPUBLICANOS,Não
2438467-47,179001,Márcio Biolchi,RS,MDB,Sim
2438467-47,178946,Soraya Santos,RJ,PL,Não
2438467-47,74159,Odair Cunha,MG,PT,Sim
2438467-47,220686,Duarte Jr.,MA,PSB,Sim
2438467-47,133810,Marcelo Moraes,RS,PL,Não
2438467-47,160665,Augusto Coutinho,PE,REPUBLICANOS,Sim
2438467-47,178843,Marx Beltrão,AL,PP,Sim
2438467-47,178927,Aliel Machado,PR,PV,Sim
2438467-47,204550,Júnior Mano,CE,PSB,Sim
2438467-47,220656,Fernanda Pessoa,CE,UNIÃO,Sim
2438467-47,62881,Danilo Forte,CE,UNIÃO,Sim
2438467-47,160588,Diego Andrade,MG,PSD,Sim
2438467-47,98148,Cobalchini,SC,MDB,Não
2438467-47,178887,Rubens Pereira Júnior,MA,PT,Sim
2438467-47,141450,Hugo Leal,RJ,PSD,Sim
2438467-47,198197,Greyce Elias,MG,AVANTE,Sim
2438467-47,166402,Magda Mofatto,GO,PRD,Não
2438467-47,220590,Coronel Ulysses,AC,UNIÃO,Não
2438467-47,220589,Eduardo Velloso,AC,UNIÃO,Não
2438467-47,204445,Fernando Mineiro,RN,PT,Sim
2438467-47,204494,Fred Costa,MG,PRD,Sim
2438467-47,204364,Eli Borges,TO,PL,Não
2438467-47,160600,Arthur Oliveira Maia,BA,UNIÃO,Sim
2438467-47,220671,Dilvanda Faro,PA,PT,Sim
2438467-47,74273,Jefferson Campos,SP,PL,Não
2438467-47,220547,Marcos Pollon,MS,PL,Não
2438467-47,66828,Fausto Pinato,SP,PP,Sim
2438467-47,204355,Da Vitoria,ES,PP,Não
2438467-47,178871,Evair Vieira de Melo,ES,PP,Não
2438467-47,141464,José Airton Félix Cirilo,CE,PT,Sim
2438467-47,141458,João Carlos Bacelar,BA,PL,Sim
2438467-47,141408,Cleber Verde,MA,MDB,Sim
2438467-47,230957,João Cury,SP,MDB,Sim
2438467-47,160591,Vinicius Gurgel,AP,PL,Não
2438467-47,220677,Keniston Braga,PA,MDB,Sim
2438467-47,171617,Paulão,AL,PT,Sim
2438467-47,204423,André Ferreira,PE,PL,Não
2438467-47,220699,Castro Neto,PI,PSD,Sim
2438467-47,220692,Dal Barreto,BA,UNIÃO,Sim
2438467-47,74044,Wilson Santiago,PB,REPUBLICANOS,Sim
