id_votacao,id_dep,nome,uf,partido,voto
264726-144,204559,Zé Neto,BA,PT,Sim
264726-144,204480,Rogério Correia,MG,PT,Sim
264726-144,220695,Rogéria Santos,BA,REPUBLICANOS,Sim
264726-144,141464,José Airton Félix Cirilo,CE,PT,Sim
264726-144,141450,Hugo Leal,RJ,PSD,Não
264726-144,171786,Miguel Ângelo,MG,PT,Sim
264726-144,204506,Marcos Pereira,SP,REPUBLICANOS,Sim
264726-144,220632,Ana Pimentel,MG,PT,Sim
264726-144,160535,Marcon,RS,PT,Sim
264726-144,160610,Valmir Assunção,BA,PT,Sim
264726-144,220687,Márcio Honaiser,MA,PDT,Sim
264726-144,88256,Clodoaldo Magalhães,PE,PV,Sim
264726-144,178993,Carlos Henrique Gaguim,TO,UNIÃO,Não
264726-144,74398,Maria do Rosário,RS,PT,Sim
264726-144,220531,Gilvan Maximo,DF,REPUBLICANOS,Sim
264726-144,220597,Thiago Flores,RO,REPUBLICANOS,Não
264726-144,160632,Zé Silva,MG,SOLIDARIEDADE,Sim
264726-144,178910,Joaquim Passarinho,PA,PL,Não
264726-144,204396,Vermelho,PR,PP,Não
264726-144,204525,Rosana Valle,SP,PL,Não
264726-144,220574,Cabo Gilberto Silva,PB,PL,Não
264726-144,74095,Pauderney Avelino,AM,UNIÃO,Sim
264726-144,220609,Maurício Carvalho,RO,UNIÃO,Não
264726-144,221329,Ricardo Abrão,RJ,UNIÃO,Sim
264726-144,73692,Osmar Terra,RS,MDB,Não
264726-144,160556,Padre João,MG,PT,Sim
264726-144,204411,Filipe Barros,PR,PL,Não
264726-144,220671,Dilvanda Faro,PA,PT,Sim
264726-144,221328,Adilson Barroso,SP,PL,Não
264726-144,74317,Júlio Cesar,PI,PSD,Sim
264726-144,220527,Jack Rocha,ES,PT,Sim
264726-144,220606,Reimont,RJ,PT,Sim
264726-144,220673,Delegado Caveira,PA,PL,Não
264726-144,222429,Luis Carlos Gomes,RJ,REPUBLICANOS,Sim
264726-144,218086,Ely Santos,SP,REPUBLICANOS,Sim
264726-144,178829,Capitão Augusto,SP,PL,Não
264726-144,220631,Samuel Viana,MG,REPUBLICANOS,Sim
264726-144,74158,Mário Heringer,MG,PDT,Sim
264726-144,74371,Rubens Otoni,GO,PT,Sim
264726-144,160538,Bohn Gass,RS,PT,Sim
264726-144,178985,Miguel Lombardi,SP,PL,Não
264726-144,160512,Aureo Ribeiro,RJ,SOLIDARIEDADE,Sim
264726-144,204367,Daniel Freitas,SC,PL,Não
264726-144,220579,Silvia Waiãpi,AP,PL,Não
264726-144,73788,Ricardo Barros,PR,PP,Sim
264726-144,74383,Giacobo,PR,PL,Não
264726-144,141459,João Maia,RN,PP,Sim
264726-144,191923,Flávio Nogueira,PI,PT,Sim
264726-144,204422,Ossesio Silva,PE,REPUBLICANOS,Sim
264726-144,231911,Lenir de Assis,PR,PT,Sim
264726-144,74141,Josias Gomes,BA,PT,Sim
264726-144,74283,Vicentinho,SP,PT,Sim
264726-144,74374,Geraldo Resende,MS,PSDB,Sim
264726-144,160640,Eros Biondini,MG,PL,Não
264726-144,220666,Coronel Meira,PE,PL,Não
264726-144,220715,Amom Mandel,AM,CIDADANIA,Sim
264726-144,92776,Stefano Aguiar,MG,PSD,Sim
264726-144,141408,Cleber Verde,MA,MDB,Sim
264726-144,178886,Juscelino Filho,MA,UNIÃO,Sim
264726-144,141456,Jilmar Tatto,SP,PT,Sim
264726-144,74041,Luiz Couto,PB,PT,Sim
264726-144,204540,Maria Rosas,SP,REPUBLICANOS,Sim
264726-144,204571,Alex Santana,BA,REPUBLICANOS,Sim
264726-144,220638,Antonio Carlos Rodrigues,SP,PL,Não
264726-144,220642,Delegado Bruno Lima,SP,PP,Sim
264726-144,204515,André Janones,MG,AVANTE,Sim
264726-144,73531,Ivan Valente,SP,PSOL,Sim
264726-144,152605,Glauber Braga,RJ,PSOL,Sim
264726-144,178946,Soraya Santos,RJ,PL,Não
264726-144,220595,Coronel Fernanda,MT,PL,Não
264726-144,220701,Delegado Matheus Laiola,PR,UNIÃO,Sim
264726-144,204368,Fabio Schiochet,SC,UNIÃO,Não
264726-144,98057,Lafayette de Andrada,MG,REPUBLICANOS,Sim
264726-144,150418,Márcio Marinho,BA,REPUBLICANOS,Sim
264726-144,179000,Marcelo Álvaro Antônio,MG,PL,Não
264726-144,204409,Daniel Trzeciak,RS,PSDB,Sim
264726-144,204481,Dr. Jaziel,CE,PL,Não
264726-144,204492,Paulo Guedes,MG,PT,Sim
264726-144,204449,Nelson Barbudo,MT,PL,Não
264726-144,220683,Beto Richa,PR,PSDB,Sim
264726-144,188097,Merlong Solano,PI,PT,Sim
264726-144,204358,Beto Pereira,MS,PSDB,Sim
264726-144,204388,Bibo Nunes,RS,PL,Não
264726-144,204455,Luiz Lima,RJ,NOVO,Não
264726-144,74057,Alice Portugal,BA,PCdoB,Sim
264726-144,74585,Lincoln Portela,MG,PL,Não
264726-144,204356,Amaro Neto,ES,REPUBLICANOS,Sim
264726-144,220612,Bebeto,RJ,PP,Sim
264726-144,74171,Chico Alencar,RJ,PSOL,Sim
264726-144,204535,Sâmia Bomfim,SP,PSOL,Sim
264726-144,209787,Nikolas Ferreira,MG,PL,Não
264726-144,220533,Prof. Reginaldo Veras,DF,PV,Sim
264726-144,220592,Zezinho Barbary,AC,PP,Sim
264726-144,220644,Rosangela Moro,SP,UNIÃO,Não
264726-144,160673,Giovani Cherini,RS,PL,Não
264726-144,204549,AJ Albuquerque,CE,PP,Sim
264726-144,220557,Daniela Reinehr,SC,PL,Não
264726-144,221338,Professora Luciene Cavalcante,SP,PSOL,Sim
264726-144,178876,Célio Silveira,GO,MDB,Não
264726-144,204365,Gilson Marques,SC,NOVO,Não
264726-144,220639,Guilherme Boulos,SP,PSOL,Sim
264726-144,230765,Enfermeira Rejane,RJ,PCdoB,Sim
264726-144,220600,Lebrão,RO,UNIÃO,Sim
264726-144,220604,Marcos Tavares,RJ,PDT,Sim
264726-144,220690,Capitão Alden,BA,PL,Não
264726-144,141411,Dagoberto Nogueira,MS,PSDB,Sim
264726-144,141431,Fernando Coelho Filho,PE,UNIÃO,Sim
264726-144,204426,Carlos Veras,PE,PT,Sim
264726-144,204520,Junio Amaral,MG,PL,Não
264726-144,220551,Franciane Bayer,RS,REPUBLICANOS,Não
264726-144,136811,Afonso Hamm,RS,PP,Não
264726-144,160558,Paulo Freire Costa,SP,PL,Não
264726-144,178970,João Daniel,SE,PT,Sim
264726-144,229432,Luiz Fernando Vampiro,SC,MDB,Não
264726-144,74554,José Rocha,BA,UNIÃO,Sim
264726-144,204404,Lucas Redecker,RS,PSDB,Não
264726-144,204407,Fernanda Melchionna,RS,PSOL,Sim
264726-144,220548,Camila Jara,MS,PT,Sim
264726-144,220633,Ricardo Salles,SP,NOVO,Não
264726-144,160601,Pr. Marco Feliciano,SP,PL,Não
264726-144,178931,Luciano Ducci,PR,PSB,Sim
264726-144,220591,Meire Serafim,AC,UNIÃO,Sim
264726-144,73441,Celso Russomanno,SP,REPUBLICANOS,Sim
264726-144,73701,Benedita da Silva,RJ,PT,Sim
264726-144,121948,Adriano do Baldy,GO,PP,Sim
264726-144,220552,Zucco,RS,PL,Não
264726-144,223128,Rodrigo Estacho,PR,PSD,Não
264726-144,178835,Afonso Motta,RS,PDT,Sim
264726-144,104552,Socorro Neri,AC,PP,Sim
264726-144,204406,Pedro Westphalen,RS,PP,Não
264726-144,220659,Dayany Bittencourt,CE,UNIÃO,Não
264726-144,224333,Welter,PR,PT,Sim
264726-144,230767,Rodrigo da Zaeli,MT,PL,Não
264726-144,73778,Luiz Carlos Hauly,PR,PODE,Sim
264726-144,74784,Luiza Erundina,SP,PSOL,Sim
264726-144,92699,Fernando Monteiro,PE,REPUBLICANOS,Sim
264726-144,141391,Arnaldo Jardim,SP,CIDADANIA,Sim
264726-144,163321,Ronaldo Nogueira,RS,REPUBLICANOS,Sim
264726-144,209189,Joseildo Ramos,BA,PT,Sim
264726-144,220550,Mauricio Marcon,RS,PODE,Não
264726-144,220588,Roberto Duarte,AC,REPUBLICANOS,Não
264726-144,220655,Mario Frias,SP,PL,Não
264726-144,178934,Toninho Wandscheer,PR,PP,Sim
264726-144,204528,Adriana Ventura,SP,NOVO,Não
264726-144,74537,Claudio Cajado,BA,PP,Sim
264726-144,141470,José Guimarães,CE,PT,Sim
264726-144,141487,Luiz Fernando Faria,MG,PSD,Sim
264726-144,204412,Dr. Zacharias Calil,GO,UNIÃO,Não
264726-144,204491,Gilberto Abramo,MG,REPUBLICANOS,Sim
264726-144,220544,Antonio Andrade,TO,REPUBLICANOS,Sim
264726-144,220554,Alexandre Lindenmeyer,RS,PT,Sim
264726-144,74428,Mendonça Filho,PE,UNIÃO,Sim
264726-144,204362,Ricardo Guidi,SC,PL,Não
264726-144,220615,Pastor Henrique Vieira,RJ,PSOL,Sim
264726-144,204427,Fernando Rodolfo,PE,PL,Não
264726-144,220578,Josenildo,AP,PDT,Sim
264726-144,220605,Bandeira de Mello,RJ,PSB,Sim
264726-144,220547,Marcos Pollon,MS,PL,Não
264726-144,220553,Denise Pessôa,RS,PT,Sim
264726-144,220576,Alfredo Gaspar,AL,UNIÃO,Não
264726-144,220652,Delegado Palumbo,SP,MDB,Não
264726-144,74848,Jandira Feghali,RJ,PCdoB,Sim
264726-144,178884,Hildo Rocha,MA,MDB,Sim
264726-144,220558,Zé Trovão,SC,PL,Não
264726-144,220689,Detinha,MA,PL,Não
264726-144,204473,General Girão,RN,PL,Não
264726-144,220621,Sargento Gonçalves,RN,PL,Não
264726-144,204508,Igor Timo,MG,PSD,Sim
264726-144,220549,Any Ortiz,RS,CIDADANIA,Não
264726-144,220567,Jeferson Rodrigues,GO,REPUBLICANOS,Sim
264726-144,220693,Roberta Roma,BA,PL,Não
264726-144,178871,Evair Vieira de Melo,ES,PP,Não
264726-144,220556,Ana Paula Lima,SC,PT,Sim
264726-144,220706,Padovani,PR,UNIÃO,Não
264726-144,220630,Pedro Aihara,MG,PRD,Não
264726-144,178937,Altineu Côrtes,RJ,PL,Artigo 17
604557-205,220536,Zé Haroldo Cathedral,RR,PSD,Sim
604557-205,220649,Delegado da Cunha,SP,PP,Não
604557-205,204390,Professor Alcides,GO,PL,Sim
604557-205,73768,Dilceu Sperafico,PR,PP,Sim
604557-205,160640,Eros Biondini,MG,PL,Sim
604557-205,226837,Saulo Pedroso,SP,PSD,Sim
604557-205,178966,Geovania de Sá,SC,PSDB,Não
604557-205,204473,General Girão,RN,PL,Não
604557-205,198783,Emanuel Pinheiro Neto,MT,MDB,Sim
604557-205,204374,Bia Kicis,DF,PL,Não
604557-205,204411,Filipe Barros,PR,PL,Não
604557-205,204410,Luisa Canziani,PR,PSD,Sim
604557-205,74079,José Priante,PA,MDB,Sim
604557-205,226708,Allan Garcês,MA,PP,Sim
604557-205,160976,Tiririca,SP,PL,Sim
604557-205,220673,Delegado Caveira,PA,PL,Não
604557-205,204388,Bibo Nunes,RS,PL,Sim
604557-205,230765,Enfermeira Rejane,RJ,PCdoB,Sim
604557-205,220594,Coronel Assis,MT,UNIÃO,Não
604557-205,74356,Silas Câmara,AM,REPUBLICANOS,Sim
604557-205,220590,Coronel Ulysses,AC,UNIÃO,Não
604557-205,220602,Dimas Gadelha,RJ,PT,Sim
604557-205,220545,Filipe Martins,TO,PL,Não
604557-205,178987,Orlando Silva,SP,PCdoB,Sim
604557-205,204460,Carlos Jordy,RJ,PL,Não
604557-205,220690,Capitão Alden,BA,PL,Não
604557-205,220622,Nely Aquino,MG,PODE,Sim
604557-205,220659,Dayany Bittencourt,CE,UNIÃO,Não
604557-205,109429,Benes Leocádio,RN,UNIÃO,Sim
604557-205,204419,Glaustin da Fokus,GO,PODE,Sim
604557-205,230767,Rodrigo da Zaeli,MT,PL,Sim
604557-205,220565,Delegada Adriana Accorsi,GO,PT,Sim
604557-205,160673,Giovani Cherini,RS,PL,Não
604557-205,220610,Dr. Fernando Máximo,RO,UNIÃO,Não
604557-205,178860,Paulo Azi,BA,UNIÃO,Sim
604557-205,73486,Pompeo de Mattos,RS,PDT,Sim
604557-205,204566,Marreca Filho,MA,PRD,Sim
604557-205,230768,Zé Adriano,AC,PP,Sim
604557-205,204462,Chris Tonietto,RJ,PL,Não
604557-205,204406,Pedro Westphalen,RS,PP,Sim
604557-205,220715,Amom Mandel,AM,CIDADANIA,Sim
604557-205,220570,Dr. Ismael Alexandrino,GO,PSD,Sim
604557-205,74371,Rubens Otoni,GO,PT,Sim
604557-205,204511,David Soares,SP,UNIÃO,Não
604557-205,178908,Delegado Éder Mauro,PA,PL,Não
604557-205,160552,Danrlei de Deus Hinterholz,RS,PSD,Sim
604557-205,160559,Alceu Moreira,RS,MDB,Não
604557-205,160592,Zeca Dirceu,PR,PT,Sim
604557-205,73778,Luiz Carlos Hauly,PR,PODE,Sim
604557-205,74160,Patrus Ananias,MG,PT,Sim
604557-205,204485,Luiz Carlos Motta,SP,PL,Sim
604557-205,178943,Marcos Soares,RJ,UNIÃO,Sim
604557-205,178927,Aliel Machado,PR,PV,Sim
604557-205,213762,Carla Dickson,RN,UNIÃO,Sim
604557-205,204351,Dr. Luiz Ovando,MS,PP,Não
604557-205,141450,Hugo Leal,RJ,PSD,Não
604557-205,220555,Daiana Santos,RS,PCdoB,Sim
604557-205,157130,Túlio Gadêlha,PE,REDE,Sim
604557-205,221328,Adilson Barroso,SP,PL,Não
604557-205,220547,Marcos Pollon,MS,PL,Não
604557-205,209787,Nikolas Ferreira,MG,PL,Não
604557-205,160632,Zé Silva,MG,SOLIDARIEDADE,Não
604557-205,198197,Greyce Elias,MG,AVANTE,Não
604557-205,220665,Clarissa Tércio,PE,PP,Sim
604557-205,220557,Daniela Reinehr,SC,PL,Não
604557-205,204570,Pastor Gil,MA,PL,Não
604557-205,220569,Silvye Alves,GO,UNIÃO,Sim
604557-205,220691,Diego Coronel,BA,PSD,Sim
604557-205,220667,Pedro Campos,PE,PSB,Sim
604557-205,204457,Juninho do Pneu,RJ,UNIÃO,Sim
604557-205,204518,Dr. Frederico,MG,PRD,Não
604557-205,178963,Covatti Filho,RS,PP,Não
604557-205,92776,Stefano Aguiar,MG,PSD,Sim
604557-205,165470,Rodrigo Valadares,SE,UNIÃO,Não
604557-205,220554,Alexandre Lindenmeyer,RS,PT,Sim
604557-205,180214,Pastor Diniz,RR,UNIÃO,Sim
604557-205,73531,Ivan Valente,SP,PSOL,Sim
604557-205,204572,Capitão Alberto Neto,AM,PL,Não
604557-205,220677,Keniston Braga,PA,MDB,Sim
604557-205,204481,Dr. Jaziel,CE,PL,Não
604557-205,73692,Osmar Terra,RS,MDB,Sim
604557-205,178983,Marcio Alvino,SP,PL,Sim
604557-205,122158,Pedro Paulo,RJ,PSD,Sim
604557-205,220583,Delegado Fabio Costa,AL,PP,Sim
604557-205,205476,Charles Fernandes,BA,PSD,Sim
604557-205,204379,Acácio Favacho,AP,MDB,Sim
604557-205,73441,Celso Russomanno,SP,REPUBLICANOS,Sim
604557-205,220672,Henderson Pinto,PA,MDB,Sim
604557-205,220682,Tadeu Veneri,PR,PT,Sim
604557-205,204526,Luiz Philippe de Orleans e Bragança,SP,PL,Não
604557-205,220537,Helena Lima,RR,MDB,Sim
604557-205,220568,Gustavo Gayer,GO,PL,Não
604557-205,141464,José Airton Félix Cirilo,CE,PT,Sim
604557-205,204507,Carla Zambelli,SP,PL,Não
604557-205,204536,Kim Kataguiri,SP,UNIÃO,Não
604557-205,220530,Messias Donato,ES,REPUBLICANOS,Não
604557-205,220655,Mario Frias,SP,PL,Não
604557-205,72442,Felipe Carreras,PE,PSB,Sim
604557-205,133810,Marcelo Moraes,RS,PL,Sim
604557-205,122974,Pedro Lucas Fernandes,MA,UNIÃO,Sim
604557-205,220674,Dra. Alessandra Haber,PA,MDB,Sim
604557-205,74060,Daniel Almeida,BA,PCdoB,Sim
604557-205,74270,Gilberto Nascimento,SP,PSD,Sim
604557-205,80815,Leo Prates,BA,PDT,Sim
604557-205,178929,Diego Garcia,PR,REPUBLICANOS,Não
604557-205,204398,Felipe Francischini,PR,UNIÃO,Sim
604557-205,74467,Damião Feliciano,PB,UNIÃO,Sim
604557-205,74428,Mendonça Filho,PE,UNIÃO,Abstenção
604557-205,204559,Zé Neto,BA,PT,Sim
604557-205,162067,Kiko Celeguim,SP,PT,Sim
604557-205,220528,Dr. Victor Linhalis,ES,PODE,Sim
604557-205,220533,Prof. Reginaldo Veras,DF,PV,Sim
604557-205,204480,Rogério Correia,MG,PT,Sim
604557-205,178886,Juscelino Filho,MA,UNIÃO,Sim
604557-205,220607,Max Lemos,RJ,PDT,Sim
604557-205,220681,Fábio Macedo,MA,PODE,Sim
604557-205,220571,Daniel Agrobom,GO,PL,Sim
604557-205,220647,Mauricio Neves,SP,PP,Sim
604557-205,220696,Ivoneide Caetano,BA,PT,Sim
604557-205,160665,Augusto Coutinho,PE,REPUBLICANOS,Sim
604557-205,166402,Magda Mofatto,GO,PRD,Não
604557-205,73801,Renildo Calheiros,PE,PCdoB,Sim
604557-205,220550,Mauricio Marcon,RS,PODE,Não
604557-205,220619,Delegado Ramagem,RJ,PL,Não
604557-205,220558,Zé Trovão,SC,PL,Não
604557-205,74283,Vicentinho,SP,PT,Sim
604557-205,62881,Danilo Forte,CE,UNIÃO,Sim
604557-205,204396,Vermelho,PR,PP,Sim
604557-205,220660,Yury do Paredão,CE,MDB,Sim
604557-205,210989,Bruno Farias,MG,AVANTE,Sim
604557-205,220644,Rosangela Moro,SP,UNIÃO,Não
604557-205,220654,Delegado Paulo Bilynskyj,SP,PL,Não
604557-205,74585,Lincoln Portela,MG,PL,Sim
604557-205,220539,Defensor Stélio Dener,RR,REPUBLICANOS,Sim
604557-205,204416,Sanderson,RS,PL,Não
604557-205,91228,Waldemar Oliveira,PE,AVANTE,Sim
604557-205,230957,João Cury,SP,MDB,Sim
604557-205,220552,Zucco,RS,PL,Não
604557-205,220540,Duda Ramos,RR,MDB,Sim
604557-205,220675,Antônio Doido,PA,MDB,Sim
604557-205,220670,Iza Arruda,PE,MDB,Sim
604557-205,204372,Julio Cesar Ribeiro,DF,REPUBLICANOS,Sim
604557-205,160561,Missionário José Olimpio,SP,PL,Sim
604557-205,204553,Pastor Sargento Isidório,BA,AVANTE,Sim
604557-205,220661,Matheus Noronha,CE,PL,Sim
604557-205,160510,Luis Tibé,MG,AVANTE,Sim
604557-205,204412,Dr. Zacharias Calil,GO,UNIÃO,Não
604557-205,141408,Cleber Verde,MA,MDB,Sim
604557-205,204365,Gilson Marques,SC,NOVO,Não
604557-205,178871,Evair Vieira de Melo,ES,PP,Não
604557-205,178884,Hildo Rocha,MA,MDB,Sim
604557-205,204501,Alencar Santana,SP,PT,Sim
604557-205,220676,Andreia Siqueira,PA,MDB,Sim
604557-205,74044,Wilson Santiago,PB,REPUBLICANOS,Sim
604557-205,69871,Bacelar,BA,PV,Sim
604557-205,220703,Neto Carletto,BA,AVANTE,Sim
604557-205,218086,Ely Santos,SP,REPUBLICANOS,Sim
604557-205,220668,Maria Arraes,PE,SOLIDARIEDADE,Sim
604557-205,178975,Baleia Rossi,SP,MDB,Sim
604557-205,73788,Ricardo Barros,PR,PP,Sim
604557-205,98148,Cobalchini,SC,MDB,Sim
604557-205,220623,Duda Salabert,MG,PDT,Sim
604557-205,81055,Márcio Jerry,MA,PCdoB,Sim
604557-205,160591,Vinicius Gurgel,AP,PL,Sim
604557-205,220572,Marussa Boldrin,GO,MDB,Sim
604557-205,220589,Eduardo Velloso,AC,UNIÃO,Sim
604557-205,204409,Daniel Trzeciak,RS,PSDB,Sim
604557-205,220651,Simone Marquetto,SP,MDB,Sim
604557-205,178866,Luizianne Lins,CE,PT,Sim
604557-205,141431,Fernando Coelho Filho,PE,UNIÃO,Sim
604557-205,220704,Carol Dartora,PR,PT,Sim
604557-205,204528,Adriana Ventura,SP,NOVO,Não
604557-205,220685,Paulo Litro,PR,PSD,Sim
604557-205,161550,Emidinho Madeira,MG,PL,Sim
604557-205,220600,Lebrão,RO,UNIÃO,Sim
604557-205,88256,Clodoaldo Magalhães,PE,PV,Sim
604557-205,139285,Lídice da Mata,BA,PSB,Sim
604557-205,220576,Alfredo Gaspar,AL,UNIÃO,Não
604557-205,220586,Rafael Brito,AL,MDB,Sim
604557-205,220595,Coronel Fernanda,MT,PL,Sim
604557-205,204408,Gustinho Ribeiro,SE,REPUBLICANOS,Sim
604557-205,204573,Otto Alencar Filho,BA,PSD,Sim
604557-205,204574,Junior Lourenço,MA,PL,Sim
604557-205,208297,Katia Dias,MG,REPUBLICANOS,Sim
604557-205,178896,Newton Cardoso Jr,MG,MDB,Sim
604557-205,152605,Glauber Braga,RJ,PSOL,Sim
604557-205,160517,Paulo Folletto,ES,PSB,Sim
604557-205,204453,Natália Bonavides,RN,PT,Sim
604557-205,204497,Júnior Ferrari,PA,PSD,Sim
604557-205,220663,Eriberto Medeiros,PE,PSB,Sim
604557-205,220618,Sargento Portugal,RJ,PODE,Sim
604557-205,74253,Julio Lopes,RJ,PP,Sim
604557-205,98615,Ismael,SC,PSD,Não
604557-205,204404,Lucas Redecker,RS,PSDB,Não
604557-205,220697,Jadyel Alencar,PI,REPUBLICANOS,Sim
604557-205,204376,Coronel Armando,SC,PL,Sim
604557-205,220529,Gilson Daniel,ES,PODE,Sim
604557-205,204455,Luiz Lima,RJ,NOVO,Não
604557-205,74374,Geraldo Resende,MS,PSDB,Sim
604557-205,74400,Paulo Pimenta,RS,PT,Sim
604557-205,160512,Aureo Ribeiro,RJ,SOLIDARIEDADE,Não
604557-205,204489,Robério Monteiro,CE,PDT,Sim
604557-205,223128,Rodrigo Estacho,PR,PSD,Sim
604557-205,220650,Paulo Alexandre Barbosa,SP,PSDB,Sim
604557-205,220700,Florentino Neto,PI,PT,Sim
604557-205,204479,Nicoletti,RR,UNIÃO,Sim
604557-205,204508,Igor Timo,MG,PSD,Sim
604557-205,141398,Carlos Zarattini,SP,PT,Sim
604557-205,220608,Cristiane Lopes,RO,UNIÃO,Sim
604557-205,73433,Arlindo Chinaglia,SP,PT,Sim
604557-205,220621,Sargento Gonçalves,RN,PL,Não
604557-205,224333,Welter,PR,PT,Sim
604557-205,141411,Dagoberto Nogueira,MS,PSDB,Sim
604557-205,220664,Guilherme Uchoa,PE,PSB,Sim
604557-205,225730,Enfermeira Ana Paula,CE,PODE,Sim
604557-205,204571,Alex Santana,BA,REPUBLICANOS,Sim
604557-205,220534,Fred Linhares,DF,REPUBLICANOS,Sim
604557-205,220551,Franciane Bayer,RS,REPUBLICANOS,Sim
604557-205,66385,Julio Arcoverde,PI,PP,Sim
604557-205,74273,Jefferson Campos,SP,PL,Sim
604557-205,204378,Coronel Chrisóstomo,RO,PL,Sim
604557-205,204387,Sargento Fahur,PR,PSD,Não
604557-205,204563,Josimar Maranhãozinho,MA,PL,Sim
604557-205,220527,Jack Rocha,ES,PT,Sim
604557-205,220640,Juliana Cardoso,SP,PT,Sim
604557-205,220624,Robinson Faria,RN,PL,Sim
604557-205,74848,Jandira Feghali,RJ,PCdoB,Sim
604557-205,220579,Silvia Waiãpi,AP,PL,Sim
604557-205,160548,Jonas Donizette,SP,PSB,Sim
604557-205,178843,Marx Beltrão,AL,PP,Sim
604557-205,178881,Aluisio Mendes,MA,REPUBLICANOS,Sim
604557-205,74299,Leônidas Cristino,CE,PDT,Sim
604557-205,178887,Rubens Pereira Júnior,MA,PT,Sim
604557-205,150418,Márcio Marinho,BA,REPUBLICANOS,Sim
604557-205,156190,Marcel van Hattem,RS,NOVO,Não
604557-205,204498,Olival Marques,PA,MDB,Sim
604557-205,220560,Thiago de Joaldo,SE,PP,Sim
604557-205,220599,Marcelo Crivella,RJ,REPUBLICANOS,Sim
604557-205,74858,Lindbergh Farias,RJ,PT,Sim
604557-205,141456,Jilmar Tatto,SP,PT,Sim
604557-205,141470,José Guimarães,CE,PT,Sim
604557-205,220662,Lucas Ramos,PE,PSB,Sim
604557-205,160535,Marcon,RS,PT,Sim
604557-205,160610,Valmir Assunção,BA,PT,Sim
604557-205,215043,Josivaldo JP,MA,PSD,Sim
604557-205,220671,Dilvanda Faro,PA,PT,Sim
604557-205,160538,Bohn Gass,RS,PT,Sim
604557-205,205550,Jorge Braz,RJ,REPUBLICANOS,Sim
604557-205,204364,Eli Borges,TO,PL,Sim
604557-205,204394,Gervásio Maia,PB,PSB,Sim
604557-205,220641,Rodrigo Gambale,SP,PODE,Sim
604557-205,204540,Maria Rosas,SP,REPUBLICANOS,Sim
604557-205,160569,Waldenor Pereira,BA,PT,Sim
604557-205,204356,Amaro Neto,ES,REPUBLICANOS,Sim
604557-205,204444,Helio Lopes,RJ,PL,Sim
604557-205,222429,Luis Carlos Gomes,RJ,REPUBLICANOS,Sim
604557-205,229432,Luiz Fernando Vampiro,SC,MDB,Não
604557-205,220584,Murilo Galdino,PB,REPUBLICANOS,Sim
604557-205,220657,André Fernandes,CE,PL,Sim
604557-205,204535,Sâmia Bomfim,SP,PSOL,Sim
604557-205,220620,Rosângela Reis,MG,PL,Sim
604557-205,220635,Bruno Ganem,SP,PODE,Sim
604557-205,74262,Carlos Sampaio,SP,PSD,Sim
604557-205,74550,João Leão,BA,PP,Sim
604557-205,178970,João Daniel,SE,PT,Sim
604557-205,206018,Célia Xakriabá,MG,PSOL,Sim
604557-205,73701,Benedita da Silva,RJ,PT,Sim
604557-205,160575,Erika Kokay,DF,PT,Sim
604557-205,178992,Vitor Lippi,SP,PSDB,Sim
604557-205,227433,Douglas Viegas,SP,UNIÃO,Sim
604557-205,220598,Tarcísio Motta,RJ,PSOL,Sim
604557-205,220612,Bebeto,RJ,PP,Sim
604557-205,74084,Raimundo Santos,PA,PSD,Sim
604557-205,104552,Socorro Neri,AC,PP,Sim
604557-205,204368,Fabio Schiochet,SC,UNIÃO,Não
604557-205,204426,Carlos Veras,PE,PT,Sim
604557-205,220546,Rodolfo Nogueira,MS,PL,Não
604557-205,204539,Hercílio Coelho Diniz,MG,MDB,Sim
604557-205,204560,Adolfo Viana,BA,PSDB,Sim
604557-205,220538,Albuquerque,RR,REPUBLICANOS,Sim
604557-205,220609,Maurício Carvalho,RO,UNIÃO,Sim
604557-205,220626,Rafael Simoes,MG,UNIÃO,Sim
604557-205,221148,Alfredinho,SP,PT,Sim
604557-205,171617,Paulão,AL,PT,Sim
604557-205,178857,Jorge Solla,BA,PT,Sim
604557-205,178858,Mário Negromonte Jr.,BA,PP,Sim
604557-205,221338,Professora Luciene Cavalcante,SP,PSOL,Sim
604557-205,74398,Maria do Rosário,RS,PT,Sim
604557-205,220689,Detinha,MA,PL,Sim
604557-205,141487,Luiz Fernando Faria,MG,PSD,Sim
604557-205,220604,Marcos Tavares,RJ,PDT,Sim
604557-205,231911,Lenir de Assis,PR,PT,Sim
604557-205,73604,Rui Falcão,SP,PT,Sim
604557-205,178910,Joaquim Passarinho,PA,PL,Sim
604557-205,178993,Carlos Henrique Gaguim,TO,UNIÃO,Sim
604557-205,204495,Airton Faleiro,PA,PT,Sim
604557-205,220592,Zezinho Barbary,AC,PP,Sim
604557-205,160599,Dimas Fabiano,MG,PP,Sim
604557-205,220611,General Pazuello,RJ,PL,Sim
604557-205,220692,Dal Barreto,BA,UNIÃO,Sim
604557-205,227660,Nitinho,SE,PSD,Sim
604557-205,66828,Fausto Pinato,SP,PP,Sim
604557-205,141555,Vinicius Carvalho,SP,REPUBLICANOS,Sim
604557-205,143632,Domingos Neto,CE,PSD,Sim
604557-205,204407,Fernanda Melchionna,RS,PSOL,Sim
604557-205,220574,Cabo Gilberto Silva,PB,PL,Não
604557-205,220606,Reimont,RJ,PT,Sim
604557-205,160556,Padre João,MG,PT,Sim
